key, state, time
Mouse0,DOWN,0.02
Mouse0,UP,0.02
None,-100,3.804225
Mouse0,UP,4.9
None,-200,7.606268
Mouse0,UP,7.68
Mouse0,UP,9.22
Mouse0,UP,11.7
None,-100,12.92069
None,-200,13.07758
Mouse0,UP,13.2
None,-100,18.10281
Mouse0,DOWN,18.68
None,-200,18.68589
None,-300,19.23097
None,-400,19.62662
None,-100,23.43551
None,-200,24.15569
None,-300,24.39676
Mouse0,DOWN,26.04
None,-400,26.0458
