key, state, time
Mouse0,UP,1
Mouse0,DOWN,3.6
Mouse0,UP,3.72
None,-100,3.803212
Mouse0,DOWN,4.84
None,-200,4.840139
None,-300,5.12884
None,-400,5.653154
None,-100,9.462433
None,-200,9.951962
Mouse0,DOWN,10.46
