key, state, time
Mouse0,DOWN,0.03999998
Mouse0,UP,0.05999998
None,-100,3.800846
Mouse0,DOWN,4.799998
Mouse0,DOWN,9.279997
Mouse0,UP,9.379996
Mouse0,DOWN,10.56
None,-200,10.56432
None,-250,11.85485
None,-300,12.05585
None,-400,13.51929
Mouse0,DOWN,14.38
None,-100,15.33248
None,-200,16.73265
Mouse0,UP,16.79999
None,-250,17.56812
None,-300,19.77012
Mouse0,DOWN,21.87999
None,-400,21.88297
