key, state, time
None,-100,3.802683
Mouse0,DOWN,4.82
None,-200,4.833184
Mouse0,UP,4.92
None,-300,7.034492
None,-400,9.028599
None,-100,12.8369
Mouse0,DOWN,14.08
None,-200,14.08023
None,-300,14.89682
None,-400,15.71761
None,-100,19.5255
None,-200,21.64927
None,-300,21.94664
None,-400,22.69002
None,-100,26.51
Mouse0,DOWN,27.94
None,-200,27.94065
None,-300,30.14314
None,-400,31.51839
