cohort,interface,contingency,subject,duration,category,valence,arousal,premature,left,long,correct,delay,iti
VMU,keyboard,leftlong,14pvn,1.469,wolves,20,83.62,0,1,1,1,3.651917,2.203
VMU,keyboard,leftlong,14pvn,0.603,positive,94.11,6.6,0,0,0,1,1.283997,2.531
VMU,keyboard,leftlong,14pvn,1.469,wolves,40,14.43,0,0,0,0,2.117737,3.069
VMU,keyboard,leftlong,14pvn,0.603,wolves,40,13.94,0,0,0,1,1.500793,2.531
VMU,keyboard,leftlong,14pvn,1.469,wolves,40,28.44,0,0,0,0,2.067749,2.203
VMU,keyboard,leftlong,14pvn,1.797,wolves,20,83.62,0,1,1,1,3.735229,2.531
VMU,keyboard,leftlong,14pvn,1.797,wolves,20,83.21,0,1,1,1,0.7670288,3.069
VMU,keyboard,leftlong,14pvn,0.931,dogs,60,10.84,0,0,0,1,0.9504395,3.8
VMU,keyboard,leftlong,14pvn,2.2,wolves,20,55.09,0,1,1,1,2.651367,3.397
VMU,keyboard,leftlong,14pvn,0.931,horses,NaN,NaN,0,0,0,1,1.734192,3.397
VMU,keyboard,leftlong,14pvn,0.931,wolves,40,15.57,0,0,0,1,1.033875,3.397
VMU,keyboard,leftlong,14pvn,0.2,wolves,40,23.96,0,0,0,1,1.083923,3.069
VMU,keyboard,leftlong,14pvn,1.469,zebras,NaN,NaN,0,0,0,0,2.167786,3.8
VMU,keyboard,leftlong,14pvn,0.603,wolves,20,77.83,0,0,0,1,0.8671265,1.8
VMU,keyboard,leftlong,14pvn,0.931,wolves,20,79.87,0,0,0,1,0.717041,3.069
VMU,keyboard,leftlong,14pvn,1.469,horses,NaN,NaN,0,0,0,0,1.18396,3.8
VMU,keyboard,leftlong,14pvn,0.603,negative,29.62,36.97,0,0,0,1,0.9505005,3.8
VMU,keyboard,leftlong,14pvn,1.469,wolves,20,91.36,0,0,0,0,4.385559,3.069
VMU,keyboard,leftlong,14pvn,0.931,negative,9.52,78.44,0,0,0,1,2.317871,1.8
VMU,keyboard,leftlong,14pvn,0.931,dogs,80,69.36,0,0,0,1,4.335571,2.531
VMU,keyboard,leftlong,14pvn,1.469,dogs,80,74.98,0,0,0,0,1.167297,2.531
VMU,keyboard,leftlong,14pvn,0.603,dogs,60,17.2,0,0,0,1,1.267273,2.203
VMU,keyboard,leftlong,14pvn,1.469,wolves,40,21.68,0,0,0,0,3.235046,3.397
VMU,keyboard,leftlong,14pvn,0.2,negative,39.68,38.7,0,0,0,1,1.250732,1.8
VMU,keyboard,leftlong,14pvn,0.931,positive,71.86,59.58,0,0,0,1,1.083862,2.531
VMU,keyboard,leftlong,14pvn,0.2,negative,39.21,37.44,0,0,0,1,1.183899,1.8
VMU,keyboard,leftlong,14pvn,1.797,dogs,60,21.35,0,1,1,1,1.784302,3.069
VMU,keyboard,leftlong,14pvn,1.797,horses,NaN,NaN,0,1,1,1,0.550293,1.8
VMU,keyboard,leftlong,14pvn,0.931,dogs,60,11,0,0,0,1,0.7837524,3.397
VMU,keyboard,leftlong,14pvn,0.2,negative,19.14,78.34,0,0,0,1,1.567383,2.531
VMU,keyboard,leftlong,14pvn,0.603,wolves,20,70.58,0,0,0,1,1.71759,2.531
VMU,keyboard,leftlong,14pvn,0.2,dogs,80,79.3,0,0,0,1,1.033752,3.8
VMU,keyboard,leftlong,14pvn,0.603,wolves,20,70.58,0,0,0,1,1.0672,3.397
VMU,keyboard,leftlong,14pvn,0.931,negative,2.02,87.28,0,0,0,1,2.768066,1.8
VMU,keyboard,leftlong,14pvn,0.931,wolves,40,11.17,0,0,0,1,2.451294,1.8
VMU,keyboard,leftlong,14pvn,0.603,negative,19.14,78.34,0,0,0,1,2.718079,1.8
VMU,keyboard,leftlong,14pvn,0.931,horses,NaN,NaN,0,1,1,0,3.568542,3.397
VMU,keyboard,leftlong,14pvn,0.931,dogs,60,18.5,0,0,0,1,1.550903,3.397
VMU,keyboard,leftlong,14pvn,2.2,negative,39.57,37.78,0,1,1,1,0.6002808,2.203
VMU,keyboard,leftlong,14pvn,0.931,wolves,20,77.02,0,0,0,1,1.334045,3.397
VMU,keyboard,leftlong,14pvn,0.931,negative,0.78,91.29,0,0,0,1,2.984863,3.069
VMU,keyboard,leftlong,14pvn,0.2,negative,26.58,70.28,0,0,0,1,1.167236,3.069
VMU,keyboard,leftlong,14pvn,0.931,dogs,80,88.43,0,0,0,1,2.984863,2.531
VMU,keyboard,leftlong,14pvn,1.469,zebras,NaN,NaN,0,1,1,1,1.267334,3.8
VMU,keyboard,leftlong,14pvn,1.469,negative,29.62,36.97,0,1,1,1,3.001465,3.8
VMU,keyboard,leftlong,14pvn,0.603,positive,96.55,7.99,0,0,0,1,1.284058,3.069
VMU,keyboard,leftlong,14pvn,1.797,zebras,NaN,NaN,0,1,1,1,3.001587,2.203
VMU,keyboard,leftlong,14pvn,1.797,neutral,50.17,13.26,0,1,1,1,2.167725,2.531
VMU,keyboard,leftlong,14pvn,1.469,zebras,NaN,NaN,0,1,1,1,0.6169434,3.069
VMU,keyboard,leftlong,14pvn,2.2,dogs,60,37.41,0,1,1,1,2.334595,3.069
VMU,keyboard,leftlong,14pvn,0.603,wolves,20,77.02,0,0,0,1,0.8170166,2.531
VMU,keyboard,leftlong,14pvn,0.603,wolves,40,15.16,0,0,0,1,0.9171143,3.069
VMU,keyboard,leftlong,14pvn,1.469,positive,81.7,66.01,0,1,1,1,3.218384,2.203
VMU,keyboard,leftlong,14pvn,1.797,wolves,20,91.36,0,1,1,1,0.6837158,3.069
VMU,keyboard,leftlong,14pvn,1.797,zebras,NaN,NaN,0,1,1,1,0.7503662,2.531
VMU,keyboard,leftlong,14pvn,0.603,positive,84.07,7.78,0,0,0,1,1.550781,2.531
VMU,keyboard,leftlong,14pvn,0.931,dogs,80,100,0,0,0,1,3.401733,1.8
VMU,keyboard,leftlong,14pvn,1.469,wolves,40,12.39,0,0,0,0,2.134399,3.069
VMU,keyboard,leftlong,14pvn,2.2,negative,19.14,78.34,0,1,1,1,1.250854,2.531
VMU,keyboard,leftlong,14pvn,0.931,dogs,80,76.45,0,0,0,1,2.251099,3.397
VMU,keyboard,leftlong,14pvn,1.797,positive,95.17,8.46,0,1,1,1,0.9838867,3.069
VMU,keyboard,leftlong,14pvn,0.931,wolves,20,63.08,0,0,0,1,1.717529,2.531
VMU,keyboard,leftlong,14pvn,0.2,zebras,NaN,NaN,0,0,0,1,1.18396,3.397
VMU,keyboard,leftlong,14pvn,2.2,wolves,40,12.39,0,1,1,1,0.5169678,2.203
VMU,keyboard,leftlong,14pvn,1.797,negative,2.02,87.28,0,1,1,1,6.086426,3.397
VMU,keyboard,leftlong,14pvn,0.931,zebras,NaN,NaN,0,0,0,1,2.067871,1.8
VMU,keyboard,leftlong,14pvn,2.2,positive,71.86,59.58,0,1,1,1,0.5501709,1.8
VMU,keyboard,leftlong,14pvn,0.931,positive,97.82,5.85,0,0,0,1,2.084351,2.203
VMU,keyboard,leftlong,14pvn,0.603,positive,94.4,37.63,0,0,0,1,1.384033,1.8
VMU,keyboard,leftlong,14pvn,0.931,positive,77.76,51.2,0,0,0,1,1.817505,3.069
VMU,keyboard,leftlong,14pvn,1.797,horses,NaN,NaN,0,1,1,1,0.6835938,2.531
VMU,keyboard,leftlong,14pvn,1.469,negative,0.72,92.4,0,1,1,1,0.9504395,3.069
VMU,keyboard,leftlong,14pvn,0.931,dogs,60,7.74,0,0,0,1,1.700806,3.397
VMU,keyboard,leftlong,14pvn,1.469,positive,88.8,7.66,0,1,1,1,0.6837158,2.203
VMU,keyboard,leftlong,14pvn,1.469,wolves,20,83.21,0,1,1,1,0.7337646,1.8
VMU,keyboard,leftlong,14pvn,0.931,wolves,20,79.87,0,0,0,1,1.550781,2.203
VMU,keyboard,leftlong,14pvn,0.2,positive,95.17,8.46,0,0,0,1,1.100586,3.397
VMU,keyboard,leftlong,14pvn,1.469,horses,NaN,NaN,0,1,1,1,0.6835938,3.069
VMU,keyboard,leftlong,14pvn,0.2,dogs,80,73.59,0,0,0,1,1.133911,3.397
VMU,keyboard,leftlong,14pvn,2.2,positive,82.81,36.59,0,1,1,1,0.6503906,2.531
VMU,keyboard,leftlong,14pvn,0.931,dogs,60,18.5,0,0,0,1,1.134033,2.531
VMU,keyboard,leftlong,14pvn,0.931,positive,81.7,66.01,0,1,1,0,4.652466,1.8
VMU,keyboard,leftlong,14pvn,0.603,wolves,20,94.62,0,0,0,1,1.283936,3.069
VMU,keyboard,leftlong,14pvn,2.2,dogs,60,37.41,0,1,1,1,0.8504639,3.069
VMU,keyboard,leftlong,14pvn,2.2,neutral,50.25,23.78,0,1,1,1,3.735352,3.069
VMU,keyboard,leftlong,14pvn,1.469,positive,95.17,8.46,0,1,1,1,1.917603,3.8
VMU,keyboard,leftlong,14pvn,0.2,zebras,NaN,NaN,0,0,0,1,0.9171143,3.069
VMU,keyboard,leftlong,14pvn,2.2,positive,97.82,5.85,0,1,1,1,0.5168457,2.531
VMU,keyboard,leftlong,14pvn,0.931,positive,96.55,7.99,0,0,0,1,2.417847,3.8
VMU,keyboard,leftlong,14pvn,1.469,neutral,50.87,20.61,0,1,1,1,0.633667,1.8
VMU,keyboard,leftlong,14pvn,0.931,neutral,50.61,21.66,0,1,1,0,5.969727,3.8
VMU,keyboard,leftlong,14pvn,1.797,positive,77.76,51.2,0,1,1,1,0.6003418,2.531
VMU,keyboard,leftlong,14pvn,0.931,wolves,40,21.35,0,0,0,1,1.950928,2.531
VMU,keyboard,leftlong,14pvn,0.2,positive,86.13,7.73,0,0,0,1,1.817505,1.8
VMU,keyboard,leftlong,14pvn,1.797,negative,39.69,46.97,0,1,1,1,0.9005127,3.397
VMU,keyboard,leftlong,14pvn,1.797,wolves,40,13.94,0,1,1,1,4.468994,2.203
VMU,keyboard,leftlong,14pvn,1.469,wolves,20,78.57,0,0,0,0,0.8171387,2.203
VMU,keyboard,leftlong,14pvn,0.931,dogs,60,21.35,0,0,0,1,2.251099,2.531
VMU,keyboard,leftlong,14pvn,1.797,dogs,60,7.74,0,1,1,1,0.6003418,2.203
VMU,keyboard,leftlong,14pvn,1.469,dogs,80,100,0,1,1,1,1.517456,2.531
VMU,keyboard,leftlong,14pvn,1.797,wolves,40,21.68,0,1,1,1,3.802002,2.203
VMU,keyboard,leftlong,14pvn,1.797,negative,0.72,92.4,0,1,1,1,0.6003418,3.397
VMU,keyboard,leftlong,14pvn,1.469,positive,89.82,43.09,0,1,1,1,1.43396,2.531
VMU,keyboard,leftlong,14pvn,0.2,positive,88.8,7.66,0,0,0,1,1.050537,2.531
VMU,keyboard,leftlong,14pvn,0.603,wolves,40,13.94,0,0,0,1,0.9837646,3.8
VMU,keyboard,leftlong,14pvn,1.797,wolves,40,28.44,0,1,1,1,0.7336426,3.397
VMU,keyboard,leftlong,14pvn,1.797,dogs,80,64.55,0,1,1,1,1.78418,2.531
VMU,keyboard,leftlong,14pvn,1.469,negative,26.58,70.28,0,1,1,1,3.134888,3.397
VMU,keyboard,leftlong,14pvn,0.603,dogs,60,9.94,0,0,0,1,3.735229,3.397
VMU,keyboard,leftlong,14pvn,1.469,wolves,20,55.09,0,0,0,0,1.300659,2.203
VMU,keyboard,leftlong,14pvn,0.931,negative,39.68,38.7,0,1,1,0,9.288086,3.069
VMU,keyboard,leftlong,14pvn,2.2,negative,0.72,92.4,0,1,1,1,1.11731,2.531
VMU,keyboard,leftlong,14pvn,0.931,wolves,40,29.83,0,0,0,1,1.117188,3.069
VMU,keyboard,leftlong,14pvn,0.931,wolves,40,21.35,0,0,0,1,1.417358,3.397
VMU,keyboard,leftlong,14pvn,0.603,negative,39.69,46.97,0,0,0,1,1.200684,2.531
VMU,keyboard,leftlong,14pvn,2.2,positive,84.07,7.78,0,1,1,1,0.9504395,3.397
VMU,keyboard,leftlong,14pvn,1.797,positive,97.82,5.85,0,1,1,1,1.134033,3.8
VMU,keyboard,leftlong,14pvn,0.603,negative,39.69,46.97,0,0,0,1,0.8504639,2.531
VMU,keyboard,leftlong,14pvn,1.797,positive,71.86,59.58,0,1,1,1,1.117188,3.397
VMU,keyboard,leftlong,14pvn,2.2,wolves,40,29.83,0,1,1,1,0.5838623,3.069
VMU,keyboard,leftlong,14pvn,0.603,negative,2.02,87.28,0,0,0,1,1.167236,2.203
VMU,keyboard,leftlong,14pvn,1.797,negative,32.22,48.06,0,1,1,1,1.734253,2.203
VMU,keyboard,leftlong,14pvn,1.797,positive,91.27,57.64,0,1,1,1,1.350708,3.8
VMU,keyboard,leftlong,14pvn,2.2,wolves,20,70.58,0,1,1,1,0.6003418,3.397
VMU,keyboard,leftlong,14pvn,2.2,neutral,50.17,13.26,0,1,1,1,1.734131,2.531
VMU,keyboard,leftlong,14pvn,1.797,wolves,40,23.96,0,1,1,1,2.517944,2.531
VMU,keyboard,leftlong,14pvn,1.797,dogs,80,80.2,0,1,1,1,3.868652,3.8
VMU,keyboard,leftlong,14pvn,1.469,horses,NaN,NaN,0,0,0,0,1.317261,3.069
VMU,keyboard,leftlong,14pvn,2.2,neutral,49.67,21.31,0,1,1,1,0.6003418,3.397
VMU,keyboard,leftlong,14pvn,0.2,dogs,60,19.97,0,0,0,1,1.250732,3.069
VMU,keyboard,leftlong,14pvn,1.797,neutral,5.11,18.49,0,0,0,0,4.368896,3.069
VMU,keyboard,leftlong,14pvn,0.2,wolves,20,63.08,0,0,0,1,2.43457,3.069
VMU,keyboard,leftlong,14pvn,2.2,dogs,80,69.11,0,1,1,1,0.6002197,3.069
VMU,keyboard,leftlong,14pvn,1.469,negative,35.16,39.16,0,1,1,1,0.6003418,3.8
VMU,keyboard,leftlong,14pvn,0.931,neutral,50.61,21.66,0,0,0,1,2.868164,2.531
VMU,keyboard,leftlong,14pvn,1.797,dogs,80,64.55,0,1,1,1,0.4667969,2.531
VMU,keyboard,leftlong,14pvn,0.603,horses,NaN,NaN,0,0,0,1,0.9837646,2.531
VMU,keyboard,leftlong,14pvn,1.797,dogs,60,9.94,0,1,1,1,1.300659,3.8
VMU,keyboard,leftlong,14pvn,1.469,dogs,60,19.97,0,1,1,1,3.401733,3.069
VMU,keyboard,leftlong,14pvn,1.469,negative,17.25,70.41,0,1,1,1,0.6502686,3.8
VMU,keyboard,leftlong,14pvn,2.2,negative,39.21,37.44,0,1,1,1,0.633667,2.531
VMU,keyboard,leftlong,14pvn,0.931,horses,NaN,NaN,0,0,0,1,1.60083,1.8
VMU,keyboard,leftlong,14pvn,1.469,dogs,80,76.36,0,0,0,0,2.634644,2.203
VMU,keyboard,leftlong,14pvn,0.931,negative,32.22,48.06,0,0,0,1,5.552856,2.531
VMU,keyboard,leftlong,14pvn,0.931,negative,17.25,70.41,0,0,0,1,2.78479,3.8
VMU,keyboard,leftlong,14pvn,2.2,dogs,80,73.59,0,1,1,1,0.5002441,3.397
VMU,keyboard,leftlong,14pvn,1.797,dogs,60,10.11,0,1,1,1,0.633667,3.069
VMU,keyboard,leftlong,14pvn,1.469,positive,94.4,37.63,0,1,1,1,1.95105,3.397
VMU,keyboard,leftlong,14pvn,0.603,negative,9.52,78.44,0,0,0,1,1.083984,2.531
VMU,keyboard,leftlong,14pvn,1.469,horses,NaN,NaN,0,1,1,1,0.4334717,3.069
VMU,keyboard,leftlong,14pvn,0.603,dogs,60,9.94,0,0,0,1,0.9005127,3.069
VMU,keyboard,leftlong,14pvn,1.797,wolves,20,91.36,0,1,1,1,1.083862,3.397
VMU,keyboard,leftlong,14pvn,1.469,positive,94.4,37.63,0,0,0,0,1.734131,3.8
VMU,keyboard,leftlong,14pvn,1.469,dogs,80,74.98,0,0,0,0,5.21936,2.531
VMU,keyboard,leftlong,14pvn,0.2,zebras,NaN,NaN,0,0,0,1,0.9671631,2.203
VMU,keyboard,leftlong,14pvn,0.931,wolves,40,14.43,0,0,0,1,1.01709,2.531
VMU,keyboard,leftlong,14pvn,1.469,dogs,80,100,0,1,1,1,1.78418,3.069
VMU,keyboard,leftlong,14pvn,1.469,positive,96.55,7.99,0,0,0,0,3.651855,3.397
VMU,keyboard,leftlong,14pvn,0.2,horses,NaN,NaN,0,0,0,1,0.9171143,2.203
VMU,keyboard,leftlong,14pvn,1.469,wolves,40,15.16,0,1,1,1,0.633667,1.8
VMU,keyboard,leftlong,14pvn,0.603,neutral,51.18,17.69,0,0,0,1,0.8171387,3.069
VMU,keyboard,leftlong,14pvn,0.603,dogs,80,87.69,0,0,0,1,0.6837158,3.397
VMU,keyboard,leftlong,14pvn,0.931,zebras,NaN,NaN,0,0,0,1,1.36731,3.397
VMU,keyboard,leftlong,14pvn,0.2,dogs,60,11,0,0,0,1,0.8171387,1.8
VMU,keyboard,leftlong,14pvn,1.469,dogs,60,11.41,0,0,0,0,1.25061,3.397
VMU,keyboard,leftlong,14pvn,0.603,positive,89.82,43.09,0,0,0,1,0.9338379,3.069
VMU,keyboard,leftlong,14pvn,1.469,wolves,40,14.43,0,0,0,0,1.734253,3.069
VMU,keyboard,leftlong,14pvn,0.2,positive,91.27,57.64,0,0,0,1,1.033813,2.203
VMU,keyboard,leftlong,14pvn,0.931,zebras,NaN,NaN,0,0,0,1,1.95105,3.8
VMU,keyboard,leftlong,14pvn,0.2,wolves,40,15.89,0,0,0,1,1.300781,3.8
VMU,keyboard,leftlong,14pvn,0.931,positive,89.82,43.09,0,0,0,1,1.083862,2.203
VMU,keyboard,leftlong,14pvn,0.931,wolves,20,77.02,0,0,0,1,2.384644,2.531
VMU,keyboard,leftlong,14pvn,0.603,wolves,40,12.39,0,0,0,1,1.467529,2.531
VMU,keyboard,leftlong,14pvn,1.797,wolves,20,74.33,0,1,1,1,0.5169678,3.8
VMU,keyboard,leftlong,14pvn,0.931,positive,84.07,7.78,0,0,0,1,1.350708,1.8
VMU,keyboard,leftlong,14pvn,0.2,wolves,40,15.57,0,1,1,0,4.769165,3.397
VMU,keyboard,leftlong,14pvn,1.797,positive,94.11,6.6,0,1,1,1,0.4669189,1.8
VMU,keyboard,leftlong,14pvn,2.2,wolves,40,23.96,0,1,1,1,0.6003418,2.531
VMU,keyboard,leftlong,14pvn,0.603,dogs,80,88.43,0,0,0,1,0.8171387,3.397
VMU,keyboard,leftlong,14pvn,1.797,wolves,20,94.62,0,1,1,1,0.5169678,2.531
VMU,keyboard,leftlong,14pvn,1.797,negative,39.57,37.78,0,1,1,1,0.633667,3.069
VMU,keyboard,leftlong,14pvn,0.931,wolves,20,63.08,0,0,0,1,1.200684,2.531
VMU,keyboard,leftlong,14pvn,1.469,negative,39.68,38.7,0,1,1,1,0.717041,3.397
VMU,keyboard,leftlong,14pvn,2.2,wolves,20,83.62,0,1,1,1,0.633667,2.531
VMU,keyboard,leftlong,14pvn,0.2,positive,91.27,57.64,0,0,0,1,0.9505615,3.8
VMU,keyboard,leftlong,14pvn,1.469,dogs,60,14.1,0,0,0,0,1.11731,2.531
VMU,keyboard,leftlong,14pvn,0.603,dogs,60,11,0,0,0,1,0.8503418,2.531
VMU,keyboard,leftlong,14pvn,0.603,zebras,NaN,NaN,0,0,0,1,1.083862,3.069
VMU,keyboard,leftlong,14pvn,0.931,neutral,49.67,21.31,0,0,0,1,1.033813,3.397
VMU,keyboard,leftlong,14pvn,0.2,neutral,50.87,20.61,0,0,0,1,0.8670654,3.8
VMU,keyboard,leftlong,14pvn,1.797,dogs,80,88.43,0,1,1,1,0.4669189,2.203
VMU,keyboard,leftlong,14pvn,1.469,zebras,NaN,NaN,0,1,1,1,0.7669678,2.531
VMU,keyboard,leftlong,14pvn,0.931,dogs,80,79.3,0,0,0,1,2.117798,2.203
VMU,keyboard,leftlong,14pvn,1.469,neutral,50.17,13.26,0,1,1,1,1.734131,3.069
VMU,keyboard,leftlong,14pvn,1.469,dogs,80,76.45,0,1,1,1,7.087036,2.203
VMU,keyboard,leftlong,14pvn,0.931,wolves,20,77.83,0,0,0,1,0.7171631,3.069
VMU,keyboard,leftlong,14pvn,0.603,dogs,80,73.59,0,0,0,1,1.300781,3.397
VMU,keyboard,leftlong,14pvn,1.797,dogs,60,17.2,0,1,1,1,0.5170898,2.203
VMU,keyboard,leftlong,14pvn,0.603,neutral,5.11,18.49,0,0,0,1,1.017334,2.531
VMU,keyboard,leftlong,14pvn,0.931,horses,NaN,NaN,0,0,0,1,1.250488,1.8
VMU,keyboard,leftlong,14pvn,1.469,neutral,50.61,21.66,0,1,1,1,1.917725,1.8
VMU,keyboard,leftlong,14pvn,1.469,dogs,60,7.74,0,1,1,1,1.667725,1.8
VMU,keyboard,leftlong,14pvn,0.2,wolves,20,74.33,0,0,0,1,1.000488,2.203
VMU,keyboard,leftlong,14pvn,1.469,dogs,60,10.84,0,1,1,1,2.917969,3.397
VMU,keyboard,leftlong,14pvn,0.603,horses,NaN,NaN,0,0,0,1,0.8671875,3.397
VMU,keyboard,leftlong,14pvn,0.931,dogs,60,11.41,0,0,0,1,0.9504395,3.069
VMU,keyboard,leftlong,14pvn,1.469,wolves,20,78.57,0,0,0,0,1.250732,3.8
VMU,keyboard,leftlong,14pvn,0.603,dogs,80,87.69,0,0,0,1,1.067139,3.069
VMU,keyboard,leftlong,18pvn,0.931,neutral,51.3,26.21,0,0,0,1,0.9838257,3.397
VMU,keyboard,leftlong,18pvn,0.603,neutral,51.37,23.25,0,0,0,1,0.8504333,3.069
VMU,keyboard,leftlong,18pvn,1.797,neutral,51.96,20.87,0,1,1,1,0.3835144,1.8
VMU,keyboard,leftlong,18pvn,0.931,neutral,49.43,17.89,0,0,0,1,0.5837097,2.531
VMU,keyboard,leftlong,18pvn,0.931,neutral,49.07,29.34,0,0,0,1,0.8670044,3.397
VMU,keyboard,leftlong,18pvn,0.603,neutral,52.91,22.26,0,0,0,1,0.550293,1.8
VMU,keyboard,leftlong,18pvn,0.603,neutral,47.49,2.05,0,0,0,1,0.5169373,1.8
VMU,keyboard,leftlong,18pvn,0.931,neutral,51.21,23.4,0,0,0,1,0.550354,2.203
VMU,keyboard,leftlong,18pvn,0.931,neutral,48.31,26.6,0,0,0,1,0.6503296,2.531
VMU,keyboard,leftlong,18pvn,1.469,neutral,52.85,18.71,0,1,1,1,0.3668518,2.531
VMU,keyboard,leftlong,18pvn,0.603,neutral,48.87,30.28,0,0,0,1,0.6003113,3.8
VMU,keyboard,leftlong,18pvn,0.2,neutral,46.39,26.09,0,0,0,1,0.7337341,3.069
VMU,keyboard,leftlong,18pvn,0.931,neutral,52.17,31.66,0,1,1,0,0.550293,2.531
VMU,keyboard,leftlong,18pvn,2.2,wolves,40,15.57,0,1,1,1,0.3835144,3.069
VMU,keyboard,leftlong,18pvn,1.797,wolves,20,55.09,0,1,1,1,0.4668884,3.069
VMU,keyboard,leftlong,18pvn,1.797,neutral,51.18,17.69,0,1,1,1,0.5502625,3.069
VMU,keyboard,leftlong,18pvn,0.931,zebras,NaN,NaN,0,0,0,1,0.5169373,2.531
VMU,keyboard,leftlong,18pvn,1.469,wolves,40,15.89,0,1,1,1,0.3669434,3.069
VMU,keyboard,leftlong,18pvn,1.797,negative,39.57,37.78,0,1,1,1,0.4169006,3.069
VMU,keyboard,leftlong,18pvn,1.469,positive,82.81,36.59,0,1,1,1,0.550293,2.203
VMU,keyboard,leftlong,18pvn,0.2,zebras,NaN,NaN,0,0,0,1,0.7837219,3.397
VMU,keyboard,leftlong,18pvn,0.931,wolves,20,78.57,0,0,0,1,0.5502625,2.531
VMU,keyboard,leftlong,18pvn,1.469,wolves,40,15.57,0,1,1,1,0.4669189,2.531
VMU,keyboard,leftlong,18pvn,0.603,positive,84.07,7.78,0,0,0,1,0.550293,2.531
VMU,keyboard,leftlong,18pvn,1.469,dogs,60,14.1,0,1,1,1,0.6003113,3.8
VMU,keyboard,leftlong,18pvn,1.797,wolves,40,23.96,0,1,1,1,0.4335327,2.531
VMU,keyboard,leftlong,18pvn,0.2,dogs,60,18.5,0,0,0,1,0.6503601,2.203
VMU,keyboard,leftlong,18pvn,1.797,dogs,60,7.74,0,1,1,1,0.4668884,2.531
VMU,keyboard,leftlong,18pvn,0.603,wolves,20,91.36,0,0,0,1,0.6002808,2.203
VMU,keyboard,leftlong,18pvn,2.2,horses,NaN,NaN,0,1,1,1,0.4169006,3.069
VMU,keyboard,leftlong,18pvn,0.603,wolves,40,11.17,0,0,0,1,0.4668884,3.397
VMU,keyboard,leftlong,18pvn,0.603,wolves,20,55.09,0,0,0,1,0.4169922,3.069
VMU,keyboard,leftlong,18pvn,2.2,dogs,80,87.69,0,1,1,1,0.4169006,2.203
VMU,keyboard,leftlong,18pvn,0.2,zebras,NaN,NaN,0,0,0,1,0.6003113,2.531
VMU,keyboard,leftlong,18pvn,1.469,negative,35.16,39.16,0,1,1,1,0.4335632,3.069
VMU,keyboard,leftlong,18pvn,1.797,negative,0.72,92.4,0,1,1,1,0.6836853,2.531
VMU,keyboard,leftlong,18pvn,1.797,neutral,50.25,23.78,0,1,1,1,0.4168701,3.069
VMU,keyboard,leftlong,18pvn,2.2,dogs,80,88.43,0,1,1,1,0.3835449,3.8
VMU,keyboard,leftlong,18pvn,2.2,zebras,NaN,NaN,0,1,1,1,0.3835144,2.203
VMU,keyboard,leftlong,18pvn,1.469,dogs,80,69.11,0,1,1,1,0.4169006,3.8
VMU,keyboard,leftlong,18pvn,0.931,wolves,40,21.68,0,0,0,1,0.633667,3.069
VMU,keyboard,leftlong,18pvn,1.469,wolves,40,28.44,0,1,1,1,0.550293,2.203
VMU,keyboard,leftlong,18pvn,0.2,dogs,80,64.55,0,0,0,1,0.4669189,2.531
VMU,keyboard,leftlong,18pvn,0.931,dogs,80,74.98,0,0,0,1,0.5502625,3.8
VMU,keyboard,leftlong,18pvn,0.931,negative,0.78,91.29,0,0,0,1,0.9003906,2.531
VMU,keyboard,leftlong,18pvn,1.469,zebras,NaN,NaN,0,1,1,1,0.3834839,3.397
VMU,keyboard,leftlong,18pvn,0.603,dogs,80,87.69,0,0,0,1,0.4669189,2.531
VMU,keyboard,leftlong,18pvn,0.2,horses,NaN,NaN,0,0,0,1,0.71698,2.531
VMU,keyboard,leftlong,18pvn,1.469,zebras,NaN,NaN,0,0,0,0,2.034302,2.203
VMU,keyboard,leftlong,18pvn,0.931,dogs,80,74.98,0,0,0,1,0.6837158,3.069
VMU,keyboard,leftlong,18pvn,1.469,positive,91.27,57.64,0,1,1,1,0.4335327,3.8
VMU,keyboard,leftlong,18pvn,0.603,negative,39.69,46.97,0,0,0,1,0.6002197,3.397
VMU,keyboard,leftlong,18pvn,0.931,wolves,40,15.89,0,0,0,1,1.0672,2.531
VMU,keyboard,leftlong,18pvn,1.469,dogs,80,73.59,0,1,1,1,0.4169312,3.397
VMU,keyboard,leftlong,18pvn,0.2,dogs,60,17.2,0,0,0,1,0.7337036,2.531
VMU,keyboard,leftlong,18pvn,1.469,dogs,80,79.3,0,1,1,1,0.4168701,3.397
VMU,keyboard,leftlong,18pvn,1.797,dogs,80,76.45,0,1,1,1,0.5169067,3.069
VMU,keyboard,leftlong,18pvn,1.469,horses,NaN,NaN,0,1,1,1,0.3835449,2.203
VMU,keyboard,leftlong,18pvn,1.469,dogs,60,11,0,1,1,1,0.550293,2.531
VMU,keyboard,leftlong,18pvn,1.797,horses,NaN,NaN,0,1,1,1,0.4169312,1.8
VMU,keyboard,leftlong,18pvn,0.931,negative,29.62,36.97,0,0,0,1,0.6002808,2.531
VMU,keyboard,leftlong,18pvn,2.2,wolves,20,91.36,0,1,1,1,0.3835449,2.531
VMU,keyboard,leftlong,18pvn,0.931,negative,0.72,92.4,0,0,0,1,0.7337646,2.203
VMU,keyboard,leftlong,18pvn,1.469,wolves,40,21.68,0,1,1,1,0.4669189,3.397
VMU,keyboard,leftlong,18pvn,0.2,negative,39.68,38.7,0,0,0,1,0.7002563,3.8
