cohort,interface,contingency,subject,duration,category,valence,arousal,premature,left,long,correct,delay,iti
CCU,mouse,leftlong,mafalda,0.2,dogs,80,76.36,0,0,0,1,1.0144348,3.069
CCU,mouse,leftlong,mafalda,0.2,negative,2.02,87.28,0,0,0,1,1.0410766,3.397
CCU,mouse,leftlong,mafalda,2.2,neutral,49.67,21.31,0,1,1,1,0.7341003,2.531
CCU,mouse,leftlong,mafalda,1.797,wolves,20,79.87,0,1,1,1,0.6273193,3.069
CCU,mouse,leftlong,mafalda,0.931,negative,0.72,92.4,0,1,1,0,1.8152768,3.069
CCU,mouse,leftlong,mafalda,0.603,horses,NaN,NaN,0,0,0,1,0.8942566,3.397
CCU,mouse,leftlong,mafalda,0.931,dogs,80,100,0,0,0,1,1.7485044,3.8
CCU,mouse,leftlong,mafalda,0.603,wolves,20,77.02,0,0,0,1,0.814209,3.8
CCU,mouse,leftlong,mafalda,1.469,zebras,NaN,NaN,0,1,1,1,0.4538269,2.203
CCU,mouse,leftlong,mafalda,2.2,dogs,80,88.43,0,1,1,1,0.4938354,2.203
CCU,mouse,leftlong,mafalda,2.2,zebras,NaN,NaN,0,1,1,1,0.8809509,3.8
CCU,mouse,leftlong,mafalda,1.469,positive,84.07,7.78,0,1,1,1,0.7741394,3.397
CCU,mouse,leftlong,mafalda,1.469,wolves,20,77.02,0,0,0,0,1.4415283,3.397
CCU,mouse,leftlong,mafalda,1.797,zebras,NaN,NaN,0,1,1,1,0.9476623,2.203
CCU,mouse,leftlong,mafalda,0.603,negative,2.02,87.28,0,0,0,1,1.0144043,3.397
CCU,mouse,leftlong,mafalda,1.469,dogs,80,100,0,1,1,1,0.9342957,3.397
CCU,mouse,leftlong,mafalda,1.797,horses,NaN,NaN,0,1,1,1,4.2044372,3.8
CCU,mouse,leftlong,mafalda,1.469,negative,9.52,78.44,0,1,1,1,0.8675842,2.203
CCU,mouse,leftlong,mafalda,1.469,dogs,80,76.36,0,1,1,1,0.8008118,3.397
CCU,mouse,leftlong,mafalda,0.603,negative,29.62,36.97,0,0,0,1,0.9076233,2.203
CCU,mouse,leftlong,mafalda,1.797,wolves,40,28.44,0,1,1,1,0.8409118,2.203
CCU,mouse,leftlong,mafalda,0.931,zebras,NaN,NaN,0,0,0,1,0.8675842,1.8
CCU,mouse,leftlong,mafalda,1.469,wolves,40,11.17,0,0,0,0,1.1879273,1.8
CCU,mouse,leftlong,mafalda,1.469,wolves,20,55.09,0,1,1,1,1.8686528,2.531
CCU,mouse,leftlong,mafalda,0.931,dogs,60,18.5,0,0,0,1,1.2279663,2.531
CCU,mouse,leftlong,mafalda,0.2,neutral,51.18,17.69,0,0,0,1,1.0678101,3.069
CCU,mouse,leftlong,mafalda,1.797,neutral,50.17,13.26,0,1,1,1,0.5339355,3.397
CCU,mouse,leftlong,mafalda,0.931,dogs,60,11,0,0,0,1,1.1078492,3.069
CCU,mouse,leftlong,mafalda,1.469,positive,94.11,6.6,0,1,1,1,1.0678711,2.531
CCU,mouse,leftlong,mafalda,0.2,zebras,NaN,NaN,0,0,0,1,0.814209,3.397
CCU,mouse,leftlong,mafalda,0.931,positive,84.07,7.78,0,1,1,0,1.7617796,2.203
CCU,mouse,leftlong,mafalda,1.469,dogs,80,73.59,0,1,1,1,0.7341308,1.8
CCU,mouse,leftlong,mafalda,2.2,positive,71.86,59.58,0,1,1,1,0.7474366,2.531
CCU,mouse,leftlong,mafalda,0.931,dogs,80,64.55,0,0,0,1,1.0411377,3.8
CCU,mouse,leftlong,mafalda,0.931,wolves,20,83.62,0,1,1,0,3.6038207,2.531
CCU,mouse,leftlong,mafalda,1.797,wolves,40,13.94,0,1,1,1,1.3747558,3.397
CCU,mouse,leftlong,mafalda,0.2,negative,35.16,39.16,0,0,0,1,1.027771,2.531
CCU,mouse,leftlong,mafalda,0.2,negative,39.57,37.78,0,0,0,1,0.9877319,1.8
CCU,mouse,leftlong,mafalda,2.2,negative,17.25,70.41,0,1,1,1,0.4938965,3.069
CCU,mouse,leftlong,mafalda,0.931,dogs,60,19.97,0,1,1,0,1.1879272,2.203
CCU,mouse,leftlong,mafalda,0.2,wolves,20,94.62,0,0,0,1,2.2423704,2.531
CCU,mouse,leftlong,mafalda,0.931,zebras,NaN,NaN,0,1,1,0,1.027771,3.069
CCU,mouse,leftlong,mafalda,0.2,dogs,80,80.2,0,0,0,1,1.027771,2.531
CCU,mouse,leftlong,mafalda,0.931,dogs,80,69.11,0,1,1,0,0.6807251,2.203
CCU,mouse,leftlong,mafalda,1.469,wolves,20,83.21,0,1,1,1,0.6940918,2.531
CCU,mouse,leftlong,mafalda,0.931,positive,91.27,57.64,0,1,1,0,1.06781,3.397
CCU,mouse,leftlong,mafalda,0.603,negative,35.16,39.16,0,0,0,1,1.0945434,3.069
CCU,mouse,leftlong,mafalda,0.931,wolves,20,83.21,0,1,1,0,1.3213498,3.069
CCU,mouse,leftlong,mafalda,0.2,horses,NaN,NaN,0,0,0,1,0.9743652,2.203
CCU,mouse,leftlong,mafalda,2.2,wolves,40,11.17,0,1,1,1,0.3470459,2.531
CCU,mouse,leftlong,mafalda,1.469,negative,39.68,38.7,0,1,1,1,0.7073975,3.069
CCU,mouse,leftlong,mafalda,0.2,dogs,60,10.11,0,0,0,1,0.9209594,2.531
CCU,mouse,leftlong,mafalda,0.931,dogs,80,73.59,0,1,1,0,0.8944092,3.069
CCU,mouse,leftlong,mafalda,2.2,horses,NaN,NaN,0,1,1,1,0.8008423,3.069
CCU,mouse,leftlong,mafalda,0.931,dogs,80,87.69,0,0,0,1,2.0421142,3.397
CCU,mouse,leftlong,mafalda,0.931,negative,32.22,48.06,0,0,0,1,8.101868,3.069
CCU,mouse,leftlong,mafalda,0.603,negative,39.21,37.44,0,0,0,1,0.8275146,3.397
CCU,mouse,leftlong,mafalda,1.797,wolves,20,83.62,0,1,1,1,0.7207642,3.069
CCU,mouse,leftlong,mafalda,0.2,wolves,20,77.83,0,0,0,1,0.7741699,3.397
CCU,mouse,leftlong,mafalda,0.2,positive,94.4,37.63,0,0,0,1,0.9209594,1.8
CCU,mouse,leftlong,mafalda,0.931,dogs,80,64.55,0,1,1,0,0.814209,3.069
CCU,mouse,leftlong,mafalda,1.797,dogs,60,17.2,0,1,1,1,0.8275147,3.069
CCU,mouse,leftlong,mafalda,1.469,neutral,50.61,21.66,0,1,1,1,0.7207641,3.069
CCU,mouse,leftlong,mafalda,2.2,wolves,20,74.33,0,1,1,1,0.6273193,1.8
CCU,mouse,leftlong,mafalda,2.2,positive,94.4,37.63,0,1,1,1,0.46716306,2.203
CCU,mouse,leftlong,mafalda,0.931,positive,97.82,5.85,0,0,0,1,0.9743652,3.8
CCU,mouse,leftlong,mafalda,0.603,positive,96.55,7.99,0,0,0,1,0.9343872,1.8
CCU,mouse,leftlong,mafalda,0.931,dogs,60,7.74,0,0,0,1,0.8408813,3.069
CCU,mouse,leftlong,mafalda,1.797,wolves,40,15.89,0,1,1,1,0.8008423,1.8
CCU,mouse,leftlong,mafalda,0.603,wolves,40,21.68,0,0,0,1,0.8008423,3.069
CCU,mouse,leftlong,mafalda,1.469,neutral,50.25,23.78,0,1,1,1,0.7207642,3.397
CCU,mouse,leftlong,mafalda,0.931,negative,26.58,70.28,0,0,0,1,0.9743652,1.8
CCU,mouse,leftlong,mafalda,0.603,positive,86.13,7.73,0,0,0,1,0.7874756,3.8
CCU,mouse,leftlong,mafalda,0.931,dogs,80,69.36,0,1,1,0,1.6951294,1.8
CCU,mouse,leftlong,mafalda,2.2,positive,95.17,8.46,0,1,1,1,0.3737183,3.069
CCU,mouse,leftlong,mafalda,1.797,dogs,60,14.1,0,1,1,1,0.7741699,3.397
CCU,mouse,leftlong,mafalda,2.2,dogs,80,76.45,0,1,1,1,0.7608033,2.531
CCU,mouse,leftlong,mafalda,1.797,dogs,60,10.84,0,1,1,1,0.7207642,3.397
CCU,mouse,leftlong,mafalda,1.797,neutral,50.25,23.78,0,1,1,1,0.7608032,1.8
CCU,mouse,leftlong,mafalda,2.2,negative,29.62,36.97,0,1,1,1,0.9476318,3.069
CCU,mouse,leftlong,mafalda,0.603,horses,NaN,NaN,0,0,0,1,0.8809204,1.8
CCU,mouse,leftlong,mafalda,1.469,horses,NaN,NaN,0,1,1,1,1.0277709,3.397
CCU,mouse,leftlong,mafalda,0.2,dogs,80,76.45,0,0,0,1,0.8408813,3.069
CCU,mouse,leftlong,mafalda,2.2,wolves,20,77.83,0,1,1,1,0.9209595,2.203
CCU,mouse,leftlong,mafalda,1.469,zebras,NaN,NaN,0,1,1,1,0.9876709,2.203
CCU,mouse,leftlong,mafalda,1.469,wolves,40,28.44,0,1,1,1,1.1612549,3.8
CCU,mouse,leftlong,mafalda,2.2,neutral,49.67,21.31,0,1,1,1,0.8008423,1.8
CCU,mouse,leftlong,mafalda,1.469,dogs,60,9.94,0,1,1,1,1.4281616,3.397
CCU,mouse,leftlong,mafalda,1.469,dogs,60,11.41,0,1,1,1,1.4682009,3.397
CCU,mouse,leftlong,mafalda,0.2,wolves,40,15.57,0,0,0,1,0.7207641,3.8
CCU,mouse,leftlong,mafalda,0.931,neutral,50.61,21.66,0,0,0,1,0.8008423,2.531
CCU,mouse,leftlong,mafalda,0.603,zebras,NaN,NaN,0,0,0,1,0.9476928,2.531
CCU,mouse,leftlong,mafalda,1.797,dogs,80,100,0,1,1,1,1.0811768,3.069
CCU,mouse,leftlong,mafalda,1.797,wolves,40,29.83,0,1,1,1,0.9743652,2.531
CCU,mouse,leftlong,mafalda,0.603,dogs,80,88.43,0,0,0,1,0.8809814,2.203
CCU,mouse,leftlong,mafalda,1.469,dogs,60,11.41,0,1,1,1,1.3480835,3.069
CCU,mouse,leftlong,mafalda,1.469,dogs,60,17.2,0,0,0,0,1.7619018,2.531
CCU,mouse,leftlong,mafalda,0.931,zebras,NaN,NaN,0,0,0,1,0.7608643,3.069
CCU,mouse,leftlong,mafalda,1.469,positive,89.82,43.09,0,1,1,1,1.1345214,2.203
CCU,mouse,leftlong,mafalda,0.931,wolves,40,15.89,0,0,0,1,0.9343262,2.531
CCU,mouse,leftlong,mafalda,2.2,wolves,40,21.68,0,1,1,1,0.7074585,3.069
CCU,mouse,leftlong,mafalda,0.2,positive,97.82,5.85,0,0,0,1,0.8942871,3.397
CCU,mouse,leftlong,mafalda,2.2,horses,NaN,NaN,0,1,1,1,0.6540528,3.8
CCU,mouse,leftlong,mafalda,1.469,wolves,40,23.96,0,1,1,1,0.9743652,2.531
CCU,mouse,leftlong,mafalda,2.2,negative,35.16,39.16,0,1,1,1,0.7207641,1.8
CCU,mouse,leftlong,mafalda,0.931,positive,86.13,7.73,0,0,0,1,1.6683956,3.8
CCU,mouse,leftlong,mafalda,0.603,wolves,40,21.35,0,0,0,1,0.8676148,3.397
CCU,mouse,leftlong,mafalda,1.797,positive,84.07,7.78,0,1,1,1,0.8409423,1.8
CCU,mouse,leftlong,mafalda,1.797,positive,94.11,6.6,0,1,1,1,0.8675538,2.531
CCU,mouse,leftlong,mafalda,0.2,wolves,40,14.43,0,0,0,1,0.9211425,3.069
CCU,mouse,leftlong,mafalda,0.931,neutral,50.17,13.26,0,0,0,1,0.8942871,2.203
CCU,mouse,leftlong,mafalda,0.2,neutral,51.18,17.69,0,0,0,1,0.8409424,3.069
CCU,mouse,leftlong,mafalda,0.603,dogs,60,9.94,0,0,0,1,0.8542481,2.531
CCU,mouse,leftlong,mafalda,1.469,dogs,60,37.41,0,1,1,1,1.1745606,2.203
CCU,mouse,leftlong,mafalda,0.931,wolves,20,74.33,0,0,0,1,0.9477539,3.397
CCU,mouse,leftlong,mafalda,0.931,negative,17.25,70.41,0,0,0,1,1.241333,3.8
CCU,mouse,leftlong,mafalda,0.603,dogs,60,10.84,0,0,0,1,0.9610596,3.069
CCU,mouse,leftlong,mafalda,1.797,horses,NaN,NaN,0,1,1,1,0.8409424,1.8
CCU,mouse,leftlong,mafalda,0.2,positive,81.7,66.01,0,0,0,1,1.0944824,3.8
CCU,mouse,leftlong,mafalda,2.2,dogs,60,21.35,0,1,1,1,0.814209,3.397
CCU,mouse,leftlong,mafalda,0.931,wolves,20,78.57,0,0,0,1,0.814209,2.531
CCU,mouse,leftlong,mafalda,0.931,positive,97.82,5.85,0,0,0,1,0.8409424,3.397
CCU,mouse,leftlong,mafalda,1.469,zebras,NaN,NaN,0,1,1,1,1.1745606,3.069
CCU,mouse,leftlong,mafalda,0.2,dogs,60,37.41,0,0,0,1,0.8675537,1.8
CCU,mouse,leftlong,mafalda,0.931,wolves,20,70.58,0,0,0,1,0.8675537,3.397
CCU,mouse,leftlong,mafalda,1.469,wolves,20,55.09,0,1,1,1,0.7607422,3.8
CCU,mouse,leftlong,mafalda,0.603,neutral,50.17,13.26,0,0,0,1,0.8275147,3.069
CCU,mouse,leftlong,mafalda,0.603,wolves,40,29.83,0,0,0,1,0.7874756,3.8
CCU,mouse,leftlong,mafalda,1.797,dogs,60,7.74,0,1,1,1,0.7341309,1.8
CCU,mouse,leftlong,mafalda,0.603,neutral,51.18,17.69,0,0,0,1,0.9343262,2.531
CCU,mouse,leftlong,mafalda,0.2,negative,9.52,78.44,0,0,0,1,0.8942871,3.069
CCU,mouse,leftlong,mafalda,1.797,zebras,NaN,NaN,0,1,1,1,2.0554196,2.531
CCU,mouse,leftlong,mafalda,1.469,dogs,60,10.84,0,1,1,1,0.7607422,3.069
CCU,mouse,leftlong,mafalda,1.797,zebras,NaN,NaN,0,1,1,1,0.8009033,3.397
CCU,mouse,leftlong,mafalda,1.469,positive,82.81,36.59,0,1,1,1,1.2813721,3.069
CCU,mouse,leftlong,mafalda,0.931,dogs,80,87.69,0,0,0,1,1.4682617,3.069
CCU,mouse,leftlong,mafalda,0.931,positive,89.82,43.09,0,0,0,1,0.9876709,3.8
CCU,mouse,leftlong,mafalda,1.469,dogs,60,10.11,0,1,1,1,1.2145996,3.069
CCU,mouse,leftlong,mafalda,1.797,positive,91.27,57.64,0,1,1,1,0.77417,2.531
CCU,mouse,leftlong,mafalda,1.797,positive,94.4,37.63,0,1,1,1,0.7475586,3.069
CCU,mouse,leftlong,mafalda,1.469,positive,71.86,59.58,0,1,1,1,0.7608642,1.8
CCU,mouse,leftlong,mafalda,1.797,wolves,20,63.08,0,1,1,1,0.7608643,3.069
CCU,mouse,leftlong,mafalda,0.603,dogs,60,14.1,0,0,0,1,0.7073975,3.8
CCU,mouse,leftlong,mafalda,1.469,wolves,20,63.08,0,1,1,1,2.0820309,2.203
CCU,mouse,leftlong,mafalda,1.797,negative,0.72,92.4,0,1,1,1,0.4138184,2.203
CCU,mouse,leftlong,mafalda,1.469,horses,NaN,NaN,0,1,1,1,1.3079834,3.397
CCU,mouse,leftlong,mafalda,1.469,negative,32.22,48.06,0,1,1,1,0.6806641,2.531
CCU,mouse,leftlong,mafalda,2.2,neutral,50.25,23.78,0,1,1,1,0.8275146,1.8
CCU,mouse,leftlong,mafalda,0.603,dogs,80,76.36,0,0,0,1,1.0678711,2.531
CCU,mouse,leftlong,mafalda,0.603,wolves,40,14.43,0,0,0,1,0.7207031,3.397
CCU,mouse,leftlong,mafalda,0.931,dogs,60,7.74,0,1,1,0,0.7475586,1.8
CCU,mouse,leftlong,mafalda,2.2,positive,96.55,7.99,0,1,1,1,0.54724116,2.203
CCU,mouse,leftlong,mafalda,0.603,horses,NaN,NaN,0,0,0,1,0.6673584,3.8
CCU,mouse,leftlong,mafalda,2.2,horses,NaN,NaN,0,1,1,1,0.6674804,2.531
CCU,mouse,leftlong,mafalda,1.797,dogs,60,10.11,0,1,1,1,1.1212158,3.8
CCU,mouse,leftlong,mafalda,0.931,horses,NaN,NaN,0,0,0,1,1.0544434,2.203
CCU,mouse,leftlong,mafalda,1.469,positive,81.7,66.01,0,1,1,1,0.6806641,3.069
CCU,mouse,leftlong,mafalda,1.797,negative,0.72,92.4,0,1,1,1,0.8009033,2.203
CCU,mouse,leftlong,mafalda,0.603,dogs,60,19.97,0,0,0,1,0.8275146,2.531
CCU,mouse,leftlong,mafalda,1.469,wolves,40,21.68,0,1,1,1,0.7607422,3.397
CCU,mouse,leftlong,mafalda,2.2,zebras,NaN,NaN,0,1,1,1,0.58728026,1.8
CCU,mouse,leftlong,mafalda,1.469,positive,96.55,7.99,0,1,1,1,0.9343262,2.531
CCU,mouse,leftlong,mafalda,1.469,negative,0.78,91.29,0,1,1,1,1.2947998,2.531
CCU,mouse,leftlong,mafalda,0.603,wolves,20,55.09,0,0,0,1,0.9210205,3.069
CCU,mouse,leftlong,mafalda,0.603,wolves,20,70.58,0,0,0,1,0.7741699,3.8
CCU,mouse,leftlong,mafalda,1.469,wolves,40,12.39,0,1,1,1,0.8809814,2.203
CCU,mouse,leftlong,mafalda,1.797,dogs,80,88.43,0,1,1,1,0.64074706,2.531
CCU,mouse,leftlong,mafalda,1.797,dogs,80,73.59,0,1,1,1,0.7207031,2.531
CCU,mouse,leftlong,mafalda,0.931,negative,19.14,78.34,0,0,0,1,0.9343262,1.8
CCU,mouse,leftlong,mafalda,0.931,dogs,60,9.94,0,0,0,1,1.0144043,2.531
CCU,mouse,leftlong,mafalda,1.797,wolves,20,78.57,0,1,1,1,0.7741699,1.8
CCU,mouse,leftlong,mafalda,1.469,neutral,50.61,21.66,0,1,1,1,0.814209,3.8
CCU,mouse,leftlong,mafalda,1.797,positive,82.81,36.59,0,1,1,1,0.9208985,3.397
CCU,mouse,leftlong,mafalda,2.2,positive,95.17,8.46,0,1,1,1,0.7073975,2.203
CCU,mouse,leftlong,mafalda,2.2,wolves,40,23.96,0,1,1,1,0.8007813,3.069
CCU,mouse,leftlong,mafalda,0.603,dogs,60,11.41,0,0,0,1,0.9208984,3.069
CCU,mouse,leftlong,mafalda,0.603,neutral,50.87,20.61,0,0,0,1,0.8408203,3.397
CCU,mouse,leftlong,mafalda,1.469,wolves,40,11.17,0,1,1,1,1.2412109,3.069
CCU,mouse,leftlong,mafalda,1.797,dogs,80,79.3,0,1,1,1,1.0009766,3.069
CCU,mouse,leftlong,mafalda,1.469,wolves,20,78.57,0,1,1,1,0.8675537,2.203
CCU,mouse,leftlong,mafalda,0.603,dogs,80,79.3,0,0,0,1,0.8275146,3.397
CCU,mouse,leftlong,mafalda,1.469,dogs,80,74.98,0,1,1,1,0.814209,2.531
CCU,mouse,leftlong,mafalda,0.603,positive,88.8,7.66,0,0,0,1,0.7474366,3.069
CCU,mouse,leftlong,mafalda,2.2,zebras,NaN,NaN,0,1,1,1,0.8140869,2.531
CCU,mouse,leftlong,mafalda,0.931,dogs,60,14.1,0,0,0,1,0.7607422,3.397
CCU,mouse,leftlong,mafalda,0.931,wolves,40,15.57,0,0,0,1,0.854126,1.8
CCU,mouse,leftlong,mafalda,1.797,dogs,60,21.35,0,1,1,1,1.414795,2.531
CCU,mouse,leftlong,mafalda,0.931,neutral,5.11,18.49,0,0,0,1,0.814209,2.203
CCU,mouse,leftlong,mafalda,1.469,negative,39.57,37.78,0,1,1,1,1.241333,3.8
CCU,mouse,leftlong,mafalda,1.797,wolves,20,91.36,0,1,1,1,0.8007813,1.8
CCU,mouse,leftlong,mafalda,0.931,dogs,60,11,0,0,0,1,0.8275146,2.203
CCU,mouse,leftlong,mafalda,1.797,dogs,80,69.36,0,1,1,1,0.7874756,2.531
CCU,mouse,leftlong,mafalda,0.931,wolves,20,83.62,0,0,0,1,0.814209,2.531
CCU,mouse,leftlong,mafalda,2.2,positive,81.7,66.01,0,1,1,1,0.7608643,2.531
CCU,mouse,leftlong,mafalda,2.2,wolves,20,77.83,0,1,1,1,0.7073975,2.203
CCU,mouse,leftlong,mafalda,0.603,positive,77.76,51.2,0,0,0,1,1.0009766,3.8
CCU,mouse,leftlong,mafalda,1.469,neutral,50.87,20.61,0,0,0,0,3.2834471,2.203
CCU,mouse,leftlong,mafalda,0.931,negative,29.62,36.97,0,0,0,1,0.8275146,3.8
CCU,mouse,leftlong,mafalda,1.797,wolves,40,15.57,0,1,1,1,0.6806641,2.203
CCU,mouse,leftlong,mafalda,0.931,positive,89.82,43.09,0,0,0,1,0.8009033,2.203
CCU,mouse,leftlong,mafalda,1.797,negative,39.57,37.78,0,1,1,1,0.7875976,2.531
CCU,mouse,leftlong,mafalda,0.603,dogs,60,37.41,0,0,0,1,0.7607422,3.8
CCU,mouse,leftlong,mafalda,1.469,wolves,20,77.02,0,1,1,1,1.0811768,3.069
CCU,mouse,leftlong,mafalda,0.603,dogs,80,80.2,0,0,0,1,0.7875977,1.8
CCU,mouse,leftlong,mafalda,0.603,positive,82.81,36.59,0,0,0,1,0.7474366,1.8
CCU,mouse,leftlong,mafalda,0.2,positive,77.76,51.2,0,0,0,1,0.854248,3.069
CCU,mouse,leftlong,mafalda,0.603,wolves,40,15.16,0,0,0,1,0.6939697,3.397
CCU,mouse,leftlong,mafalda,0.2,horses,NaN,NaN,0,0,0,1,0.8409424,2.203
CCU,mouse,leftlong,mafalda,1.797,wolves,20,79.87,0,1,1,1,0.7073975,3.069
CCU,mouse,leftlong,mafalda,1.469,dogs,80,69.11,0,1,1,1,2.028809,3.397
CCU,mouse,leftlong,mafalda,1.469,dogs,80,87.69,0,1,1,1,0.7874756,2.203
CCU,mouse,leftlong,mafalda,0.2,horses,NaN,NaN,0,0,0,1,0.8409424,2.531
CCU,mouse,leftlong,mafalda,1.797,positive,94.11,6.6,0,1,1,1,0.7609863,3.069
CCU,mouse,leftlong,mafalda,1.797,wolves,40,13.94,0,1,1,1,0.814209,2.531
CCU,mouse,leftlong,mafalda,0.603,wolves,20,83.21,0,0,0,1,0.8542481,2.203
CCU,mouse,leftlong,mafalda,2.2,dogs,80,74.98,0,1,1,1,0.6273193,3.069
CCU,mouse,leftlong,mafalda,1.469,dogs,80,79.3,0,1,1,1,0.7341309,2.531
CCU,mouse,leftlong,mafalda,2.2,negative,26.58,70.28,0,1,1,1,0.7474365,3.8
CCU,mouse,leftlong,mafalda,1.469,negative,2.02,87.28,0,0,0,0,1.9487301,3.8
CCU,mouse,leftlong,mafalda,0.931,wolves,40,14.43,0,0,0,1,0.7874756,3.069
CCU,mouse,leftlong,mafalda,0.2,negative,0.78,91.29,0,0,0,1,0.7207032,1.8
CCU,mouse,leftlong,mafalda,1.797,negative,39.68,38.7,0,1,1,1,0.6807861,3.8
CCU,mouse,leftlong,mafalda,0.2,wolves,20,94.62,0,0,0,1,0.6673584,2.531
CCU,mouse,leftlong,mafalda,1.797,negative,26.58,70.28,0,1,1,1,0.56054686,2.531
CCU,mouse,leftlong,mafalda,0.931,horses,NaN,NaN,0,0,0,1,0.8275147,2.531
CCU,mouse,leftlong,mafalda,1.469,zebras,NaN,NaN,0,1,1,1,0.7073975,3.397
CCU,mouse,leftlong,mafalda,0.931,wolves,20,63.08,0,0,0,1,0.8808593,2.531
CCU,mouse,leftlong,mafalda,2.2,negative,19.14,78.34,0,1,1,1,0.6273193,3.069
CCU,mouse,leftlong,mafalda,1.469,dogs,80,74.98,0,1,1,1,0.6273194,2.203
CCU,mouse,leftlong,mafalda,1.469,dogs,60,11,0,1,1,1,0.9210205,2.531
CCU,mouse,leftlong,mafalda,0.603,wolves,20,94.62,0,0,0,1,0.7073975,3.397
CCU,mouse,leftlong,mafalda,1.469,negative,17.25,70.41,0,1,1,1,1.0678711,3.397
CCU,mouse,leftlong,mafalda,1.469,positive,95.17,8.46,0,0,0,0,2.6026611,1.8
CCU,mouse,leftlong,mafalda,0.931,negative,39.69,46.97,0,0,0,1,0.7874756,1.8
CCU,mouse,leftlong,mafalda,0.931,wolves,40,15.89,0,0,0,1,0.7741699,2.531
CCU,mouse,leftlong,mafalda,2.2,negative,39.69,46.97,0,1,1,1,0.7341309,2.531
CCU,mouse,leftlong,mafalda,1.469,horses,NaN,NaN,0,1,1,1,0.9075928,3.069
CCU,mouse,leftlong,mafalda,1.469,wolves,20,91.36,0,1,1,1,1.0944824,3.069
CCU,mouse,leftlong,mafalda,0.2,positive,88.8,7.66,0,0,0,1,0.8007812,2.531
CCU,mouse,leftlong,mafalda,1.797,neutral,5.11,18.49,0,1,1,1,0.7208252,2.531
CCU,mouse,leftlong,mafalda,1.469,horses,NaN,NaN,0,1,1,1,3.910766,3.069
CCU,mouse,leftlong,mafalda,1.797,dogs,80,64.55,0,1,1,1,0.5072021,2.203
CCU,mouse,leftlong,mafalda,0.931,horses,NaN,NaN,0,0,0,1,0.7607422,3.069
CCU,mouse,leftlong,mafalda,0.2,wolves,40,15.16,0,0,0,1,0.7474365,3.397
CCU,mouse,leftlong,mafalda,0.603,positive,71.86,59.58,0,0,0,1,0.7207031,3.397
CCU,mouse,leftlong,mafalda,0.2,neutral,5.11,18.49,0,0,0,1,0.7874756,3.8
CCU,mouse,leftlong,mafalda,1.797,horses,NaN,NaN,0,1,1,1,1.4949956,2.531
CCU,mouse,leftlong,mafalda,0.931,wolves,20,70.58,0,0,0,1,1.1878662,3.397
CCU,mouse,leftlong,mafalda,0.2,dogs,60,18.5,0,0,0,1,0.7607422,2.203
CCU,mouse,leftlong,mafalda,0.931,neutral,49.67,21.31,0,0,0,1,0.8007812,3.8
CCU,mouse,leftlong,mafalda,0.2,positive,88.8,7.66,0,0,0,1,0.8007812,3.069
CCU,mouse,leftlong,mafalda,0.2,zebras,NaN,NaN,0,0,0,1,0.7608643,1.8
CCU,mouse,leftlong,mafalda,0.603,negative,19.14,78.34,0,0,0,1,0.7073975,2.531
CCU,mouse,leftlong,mafalda,0.931,zebras,NaN,NaN,0,0,0,1,0.987793,3.069
CCU,mouse,leftlong,mafalda,0.931,wolves,40,29.83,0,1,1,0,3.270142,2.203
CCU,mouse,leftlong,mafalda,0.603,wolves,40,12.39,0,0,0,1,0.854248,2.203
CCU,mouse,leftlong,mafalda,0.2,zebras,NaN,NaN,0,0,0,1,1.0543213,3.8
CCU,mouse,leftlong,mafalda,2.2,dogs,60,18.5,0,1,1,1,0.6273193,2.203
CCU,mouse,leftlong,mafalda,0.603,wolves,20,91.36,0,0,0,1,0.7474365,2.203
CCU,mouse,leftlong,mafalda,0.931,wolves,40,13.94,0,0,0,1,0.8676758,2.531
CCU,mouse,leftlong,mafalda,0.931,wolves,40,21.35,0,0,0,1,1.0010987,3.069
CCU,mouse,leftlong,mafalda,1.797,negative,39.69,46.97,0,1,1,1,0.7475586,3.397
CCU,mouse,leftlong,mafalda,0.931,negative,32.22,48.06,0,0,0,1,1.1345215,2.203
CCU,mouse,leftlong,mafalda,0.603,zebras,NaN,NaN,0,0,0,1,0.8275146,2.531
CCU,mouse,leftlong,mafalda,0.603,dogs,80,76.45,0,0,0,1,0.7607422,3.397
CCU,mouse,leftlong,mafalda,2.2,dogs,60,17.2,0,1,1,1,0.7739258,2.203
CCU,mouse,leftlong,mafalda,0.603,dogs,80,69.11,0,0,0,1,1.1213379,3.8
CCU,mouse,leftlong,mafalda,0.931,wolves,40,15.16,0,1,1,0,1.4282226,2.531
CCU,mouse,leftlong,mafalda,0.931,positive,91.27,57.64,0,1,1,0,0.8676758,2.531
CCU,mouse,leftlong,mafalda,1.469,wolves,40,12.39,0,1,1,1,0.53393559,2.203
CCU,mouse,leftlong,mafalda,0.2,negative,39.68,38.7,0,0,0,1,0.7607422,2.203
CCU,mouse,leftlong,mafalda,1.469,wolves,40,23.96,0,1,1,1,0.7741699,3.069
CCU,mouse,leftlong,mafalda,0.603,zebras,NaN,NaN,0,0,0,1,1.201416,3.8
CCU,mouse,leftlong,mafalda,0.603,negative,0.78,91.29,0,0,0,1,0.9077149,2.531
CCU,mouse,leftlong,mafalda,0.931,horses,NaN,NaN,0,1,1,0,0.934082,1.8
CCU,mouse,leftshort,renato,0.603,neutral,51.37,23.25,0,1,0,1,0.9499969,3.069
