stimulus, reactionTime, movementTime, choiceLeft,  choiceLong, choiceCorrect, interTrialInterval, image
2.2,0,0.4611816,1,1,1,3.8,
0.2,0,0.7059326,0,0,1,1.8,
2.2,0,0.4432373,1,1,1,3.8,
