position_x, position_y, left_button, right_button, trial, time
990.4,1031.2,0,0,0,0
990.4,1031.4,0,0,0,0.02
990.4,1031.4,0,0,0,0.04
990.4,1031.4,0,0,0,0.06
990.4,1031.4,0,0,0,0.08
990.4,1031.4,0,0,0,0.09999999
990.4,1031.4,0,0,0,0.12
990.4,1031.4,0,0,0,0.14
990.4,1031.4,0,0,0,0.16
990.4,1031.4,0,0,0,0.18
990.4,1031.4,0,0,0,0.2
990.4,1031.4,0,0,0,0.22
990.4,1031.4,0,0,0,0.24
990.4,1031.4,0,0,0,0.26
990.4,1031.4,0,0,0,0.28
990.4,1031.4,0,0,0,0.3
990.4,1031.4,0,0,0,0.32
990.4,1031.4,0,0,0,0.34
990.4,1031.4,0,0,0,0.36
990.4,1031.4,0,0,0,0.38
990.4,1031.4,0,0,0,0.4
990.4,1031.4,0,0,0,0.42
990.4,1031.4,0,0,0,0.44
990.4,1031.4,0,0,0,0.46
990.4,1031.4,0,0,0,0.48
990.4,1031.4,0,0,0,0.5
990.4,1031.4,0,0,0,0.52
990.4,1031.4,0,0,0,0.54
990.4,1031.4,0,0,0,0.56
990.4,1031.4,0,0,0,0.58
990.4,1031.4,0,0,0,0.6
990.4,1031.4,0,0,0,0.62
990.4,1031.4,0,0,0,0.64
990.4,1031.4,0,0,0,0.66
990.4,1031.4,0,0,0,0.68
990.4,1031.4,0,0,0,0.7
990.4,1031.4,0,0,0,0.72
990.4,1031.4,0,0,0,0.74
990.4,1031.4,0,0,0,0.76
990.4,1031.4,0,0,0,0.78
990.4,1031.4,0,0,0,0.8
990.4,1031.4,0,0,0,0.82
990.4,1031.4,0,0,0,0.84
990.4,1031.4,0,0,0,0.86
990.4,1031.4,0,0,0,0.88
990.4,1031.4,0,0,0,0.9
990.4,1031.4,0,0,0,0.92
990.4,1031.4,0,0,0,0.94
990.4,1031.4,0,0,0,0.96
990.4,1031.4,0,0,0,0.98
990.4,1031.4,0,0,0,1
990.4,1031.4,0,0,0,1.02
990.4,1031.4,0,0,0,1.04
990.4,1031.4,0,0,0,1.06
990.4,1031.4,0,0,0,1.08
990.4,1031.4,0,0,0,1.1
990.4,1031.4,0,0,0,1.12
990.4,1031.4,0,0,0,1.14
990.4,1031.4,0,0,0,1.16
990.4,1031.4,0,0,0,1.18
990.4,1031.4,0,0,0,1.2
990.4,1031.4,0,0,0,1.22
990.4,1031.4,0,0,0,1.24
990.4,1031.4,0,0,0,1.26
990.4,1031.4,0,0,0,1.28
990.4,1031.4,0,0,0,1.3
990.4,1031.4,0,0,0,1.32
990.4,1031.4,0,0,0,1.34
990.4,1031.4,0,0,0,1.36
990.4,1031.4,0,0,0,1.38
990.4,1031.4,0,0,0,1.4
990.4,1031.4,0,0,0,1.42
990.4,1031.4,0,0,0,1.44
990.4,1031.4,0,0,0,1.46
990.4,1031.4,0,0,0,1.48
990.4,1031.4,0,0,0,1.5
990.4,1031.4,0,0,0,1.52
990.4,1031.4,0,0,0,1.54
990.4,1031.4,0,0,0,1.56
990.4,1031.4,0,0,0,1.58
990.4,1031.4,0,0,0,1.6
990.4,1031.4,0,0,0,1.62
990.4,1031.4,0,0,0,1.64
990.4,1031.4,0,0,0,1.66
990.4,1031.4,0,0,0,1.68
990.4,1031.4,0,0,0,1.7
990.4,1031.4,0,0,0,1.72
990.4,1031.4,0,0,0,1.74
990.4,1031.4,0,0,0,1.76
990.4,1031.4,0,0,0,1.78
990.4,1031.4,0,0,0,1.8
990.4,1031.4,0,0,0,1.82
990.4,1031.4,0,0,0,1.84
990.4,1031.4,0,0,0,1.86
990.4,1031.4,0,0,0,1.88
990.4,1031.4,0,0,0,1.9
990.4,1031.4,0,0,0,1.92
990.4,1031.4,0,0,0,1.94
990.4,1031.4,0,0,0,1.96
990.4,1031.4,0,0,0,1.98
990.4,1031.4,0,0,0,2
990.4,1031.4,0,0,0,2.02
990.4,1031.4,0,0,0,2.04
990.4,1031.4,0,0,0,2.06
990.4,1031.4,0,0,0,2.08
990.4,1031.4,0,0,0,2.1
990.4,1031.4,0,0,0,2.12
990.4,1031.4,0,0,0,2.14
990.4,1031.4,0,0,0,2.16
990.4,1031.4,0,0,0,2.18
990.4,1031.4,0,0,0,2.2
990.4,1031.4,0,0,0,2.22
990.4,1031.4,0,0,0,2.24
990.4,1031.4,0,0,0,2.26
990.4,1031.4,0,0,0,2.28
990.4,1031.4,0,0,0,2.3
990.4,1031.4,0,0,0,2.32
990.4,1031.4,0,0,0,2.34
990.4,1031.4,0,0,0,2.36
990.4,1031.4,0,0,0,2.38
990.4,1031.4,0,0,0,2.4
990.4,1031.4,0,0,0,2.42
990.4,1031.4,0,0,0,2.44
990.4,1031.4,0,0,0,2.46
