position_x, position_y, left_button, right_button, trial, time
767.2,424.8,0,0,0,0
1028,835.4001,1,0,0,0.02
1028,835.4001,0,0,0,0.04
1028,835.4001,0,0,0,0.06
1028,835.4001,0,0,0,0.08
469.6,127.4,0,0,0,0.09999999
469.6,127.4,0,0,0,0.12
469.6,127.4,0,0,0,0.14
469.6,127.4,0,0,0,0.16
469.6,127.4,0,0,0,0.18
469.6,127.4,0,0,0,0.2
469.6,127.4,0,0,0,0.22
469.6,127.4,0,0,0,0.24
469.6,127.4,0,0,0,0.26
469.6,127.4,0,0,0,0.28
469.6,127.4,0,0,0,0.3
469.6,127.4,0,0,0,0.32
469.6,127.4,0,0,0,0.34
469.6,127.4,0,0,0,0.36
469.6,127.4,0,0,0,0.38
469.6,127.4,0,0,0,0.4
469.6,127.4,0,0,0,0.42
469.6,127.4,0,0,0,0.44
472.8,130.6001,0,0,0,0.46
476.8,144.2001,0,0,0,0.48
513.6,207.4,0,0,0,0.5
560.8,288.2,0,0,0,0.52
636.8,411.4001,0,0,0,0.54
697.6,510.6,0,0,0,0.56
786.4,661.0001,0,0,0,0.58
838.4,739.4001,0,0,0,0.6
906.4,835.4001,0,0,0,0.62
948,883.4001,0,0,0,0.64
1001.6,940.2001,0,0,0,0.66
1019.2,956.2001,0,0,0,0.68
1040,972.2001,0,0,0,0.7
1046.4,976.2001,0,0,0,0.72
1048.8,978.6,0,0,0,0.74
1048.8,978.6,0,0,0,0.76
1048.8,978.6,0,0,0,0.78
1049.6,977.8001,0,0,0,0.8
1051.2,969.0001,0,0,0,0.82
1051.2,931.4001,0,0,0,0.84
1046.4,893.0001,0,0,0,0.86
1022.4,801.8001,0,0,0,0.88
996,732.2001,0,0,0,0.9
965.6,661.8001,0,0,0,0.92
911.2,561.8,0,0,0,0.94
874.4,507.4001,0,0,0,0.96
818.4,437,0,0,0,0.98
763.2,380.2,0,0,0,1
731.2,352.2,0,0,0,1.02
709.6,337,0,0,0,1.04
677.6,317,0,0,0,1.06
657.6,305,0,0,0,1.08
632,289.0001,0,0,0,1.1
616.8,279.4001,0,0,0,1.12
600,265.8,0,0,0,1.14
587.2,253.0001,0,0,0,1.16
572.8,237.8,0,0,0,1.18
566.4,232.2001,0,0,0,1.2
558.4,224.2001,0,0,0,1.22
551.2,215.4,0,0,0,1.24
540.8,202.6001,0,0,0,1.26
532.8,190.6001,0,0,0,1.28
524,181,0,0,0,1.3
518.4,175.4,0,0,0,1.32
510.4,169,0,0,0,1.34
506.4,167.4,0,0,0,1.36
501.6,164.2001,0,0,0,1.38
499.2,164.2001,0,0,0,1.4
490.4,162.6001,0,0,0,1.42
483.2,161,0,0,0,1.44
469.6,158.6001,0,0,0,1.46
463.2,157,0,0,0,1.48
457.6,155.4,0,0,0,1.5
453.6,152.2001,0,0,0,1.52
452,150.6001,0,0,0,1.54
452,149.8001,0,0,0,1.56
452,149.8001,0,0,0,1.58
452,149.8001,0,0,0,1.6
452,149.8001,0,0,0,1.62
452,149,0,0,0,1.64
453.6,149,0,0,0,1.66
455.2,149,0,0,0,1.68
460,149,0,0,0,1.7
464.8,148.2001,0,0,0,1.72
489.6,145,0,0,0,1.74
504.8,143.4,0,0,0,1.76
578.4,131.4,0,0,0,1.78
618.4,123.4,0,0,0,1.8
668.8,113.8001,0,0,0,1.82
694.4,110.6001,0,0,0,1.84
719.2,107.4,0,0,0,1.86
731.2,107.4,0,0,0,1.88
748,106.6001,0,0,0,1.9
756,106.6001,0,0,0,1.92
763.2,106.6001,0,0,0,1.94
766.4,106.6001,0,0,0,1.96
771.2,106.6001,0,0,0,1.98
772,106.6001,0,0,0,2
772,106.6001,0,0,0,2.02
772,106.6001,0,0,0,2.04
772,106.6001,0,0,0,2.06
772,106.6001,0,0,0,2.08
772,106.6001,0,0,0,2.1
762.4,109,0,0,0,2.12
740.8,114.6001,0,0,0,2.14
716,119.4,0,0,0,2.16
696.8,124.2001,0,0,0,2.18
664,129,0,0,0,2.2
628.8,132.2001,0,0,0,2.22
596.8,133,0,0,0,2.24
579.2,133,0,0,0,2.26
562.4,133,0,0,0,2.28
530.4,133,0,0,0,2.3
500,133,0,0,0,2.32
462.4,133,0,0,0,2.34
438.4,133,0,0,0,2.36
417.6,132.2001,0,0,0,2.38
400,131.4,0,0,0,2.4
380.8,131.4,0,0,0,2.42
360.8,131.4,0,0,0,2.44
336.8,131.4,0,0,0,2.46
315.2,131.4,0,0,0,2.48
290.4,131.4,0,0,0,2.5
270.4,131.4,0,0,0,2.52
254.4,131.4,0,0,0,2.54
223.2,131.4,0,0,0,2.56
213.6,131.4,0,0,0,2.58
192,129.8001,0,0,0,2.6
182.4,129.8001,0,0,0,2.62
164.8,128.2001,0,0,0,2.64
156.8,125.8001,0,0,0,2.66
155.2,125.8001,0,0,0,2.68
155.2,125.8001,0,0,0,2.7
155.2,125.8001,0,0,0,2.72
155.2,125.8001,0,0,0,2.74
155.2,125.8001,0,0,0,2.76
155.2,125.8001,0,0,0,2.78
155.2,125.8001,0,0,0,2.8
155.2,125.8001,0,0,0,2.82
155.2,125.8001,0,0,0,2.84
155.2,125.8001,0,0,0,2.86
159.2,125,0,0,0,2.88
164.8,124.2001,0,0,0,2.9
172.8,123.4,0,0,0,2.92
178.4,122.6001,0,0,0,2.94
186.4,121.8001,0,0,0,2.96
190.4,121.8001,0,0,0,2.98
192,121,0,0,0,3
192,121,0,0,0,3.02
192,121,0,0,0,3.04
192,121,0,0,0,3.06
192,121,1,0,0,3.08
192,121,1,0,0,3.1
192,121,1,0,0,3.12
192,121,1,0,0,3.14
192,121,1,0,0,3.16
192,121,0,0,0,3.18
192,121,0,0,0,3.2
192,121,0,0,0,3.22
192,121,0,0,0,3.24
192,121,0,0,0,3.26
192,121,0,0,0,3.28
192,121,0,0,0,3.3
192,121,0,0,0,3.32
192,121,0,0,0,3.34
192,121,0,0,0,3.36
192.8,121,0,0,0,3.38
194.4,121.8001,0,0,0,3.4
195.2,122.6001,0,0,0,3.42
196,123.4,0,0,0,3.44
196,123.4,0,0,0,3.46
196,123.4,0,0,0,3.48
196,123.4,0,0,0,3.5
198.4,124.2001,0,0,0,3.52
202.4,124.2001,0,0,0,3.54
212,125,0,0,0,3.56
216.8,125,0,0,0,3.58
222.4,125,0,0,0,3.6
224,125,0,0,0,3.62
229.6,127.4,0,0,0,3.64
235.2,129.8001,0,0,0,3.66
248.8,135.4,0,0,0,3.68
294.4,155.4,0,0,0,3.7
319.2,167.4,0,0,0,3.72
407.2,205,0,0,0,3.74
473.6,226.6001,0,0,0,3.76
527.2,239.4001,0,0,0,3.78
579.2,248.2001,0,0,0,3.8
-100,-100,-100,-100,-100,3.804225
601.6,248.2001,0,0,1,3.82
643.2,248.2001,0,0,1,3.84
674.4,244.2001,0,0,1,3.86
713.6,236.2001,0,0,1,3.88
734.4,227.4001,0,0,1,3.9
748.8,217,0,0,1,3.92
776.8,194.6001,0,0,1,3.94
796,178.6001,0,0,1,3.96
816,161.8001,0,0,1,3.98
821.6,156.2001,0,0,1,4
823.2,154.6001,0,0,1,4.02
823.2,154.6001,0,0,1,4.04
823.2,153.8001,0,0,1,4.06
820.8,152.2001,0,0,1,4.08
818.4,149.8001,0,0,1,4.1
808.8,145.8001,0,0,1,4.12
798.4,142.6001,0,0,1,4.14
792,140.2001,0,0,1,4.16
786.4,139.4,0,0,1,4.18
783.2,138.6001,0,0,1,4.2
781.6,137.8001,0,0,1,4.22
774.4,135.4,0,0,1,4.24
770.4,134.6001,0,0,1,4.26
758.4,133,0,0,1,4.28
720.8,132.2001,0,0,1,4.3
685.6,135.4,0,0,1,4.32
614.4,141.8001,0,0,1,4.34
559.2,147.4,0,0,1,4.36
529.6,148.2001,0,0,1,4.38
496.8,148.2001,0,0,1,4.4
468.8,148.2001,0,0,1,4.42
441.6,148.2001,0,0,1,4.44
403.2,148.2001,0,0,1,4.46
380,148.2001,0,0,1,4.48
337.6,146.6001,0,0,1,4.5
313.6,145.8001,0,0,1,4.52
279.2,143.4,0,0,1,4.54
264,142.6001,0,0,1,4.56
246.4,142.6001,0,0,1,4.58
236.8,142.6001,0,0,1,4.6
224,142.6001,0,0,1,4.62
222.4,143.4,0,0,1,4.64
222.4,144.2001,0,0,1,4.66
224.8,146.6001,0,0,1,4.68
226.4,149.8001,0,0,1,4.7
226.4,149.8001,0,0,1,4.72
226.4,149.8001,0,0,1,4.74
226.4,149.8001,0,0,1,4.76
225.6,149.8001,0,0,1,4.78
225.6,149.8001,0,0,1,4.8
224.8,149.8001,1,0,1,4.82
224,149.8001,1,0,1,4.84
224,149.8001,1,0,1,4.86
224,149.8001,1,0,1,4.88
224,149.8001,0,0,1,4.9
224,149.8001,0,0,1,4.92
224,149.8001,0,0,1,4.94
224,149.8001,0,0,1,4.96
224,149.8001,0,0,1,4.98
224,149.8001,1,0,1,5
224,149.8001,1,0,1,5.02
223.2,149,1,0,1,5.04
223.2,149,1,0,1,5.06
223.2,149,1,0,1,5.08
223.2,149,1,0,1,5.1
223.2,149,0,0,1,5.12
223.2,149,0,0,1,5.14
223.2,149,0,0,1,5.16
223.2,149,0,0,1,5.18
223.2,149,0,0,1,5.2
223.2,149,0,0,1,5.22
223.2,149,0,0,1,5.24
223.2,149,0,0,1,5.26
223.2,149,0,0,1,5.28
223.2,149,0,0,1,5.3
223.2,149,0,0,1,5.32
223.2,149,0,0,1,5.34
223.2,149,0,0,1,5.36
223.2,144.2001,0,0,1,5.38
223.2,140.2001,0,0,1,5.4
223.2,133,0,0,1,5.42
223.2,129,0,0,1,5.44
221.6,122.6001,0,0,1,5.46
220.8,119.4,0,0,1,5.48
220.8,117.8001,0,0,1,5.5
220.8,117.8001,0,0,1,5.52
220.8,117.8001,0,0,1,5.54
220.8,117.8001,0,0,1,5.56
220.8,117.8001,0,0,1,5.58
220.8,117.8001,1,0,1,5.6
220.8,117.8001,1,0,1,5.62
220.8,117.8001,1,0,1,5.64
220.8,117.8001,1,0,1,5.66
220.8,117.8001,1,0,1,5.68
220.8,117.8001,0,0,1,5.7
220.8,117.8001,0,0,1,5.72
220.8,117.8001,0,0,1,5.74
220.8,117.8001,0,0,1,5.76
220.8,117.8001,0,0,1,5.78
220.8,117.8001,0,0,1,5.8
220.8,117.8001,0,0,1,5.82
220.8,117.8001,0,0,1,5.84
224.8,117.8001,0,0,1,5.86
233.6,117.8001,0,0,1,5.88
249.6,117.8001,0,0,1,5.9
285.6,117.8001,0,0,1,5.92
308,117.8001,0,0,1,5.94
340.8,117.8001,0,0,1,5.96
363.2,117.8001,0,0,1,5.98
394.4,117.8001,0,0,1,6
442.4,120.2001,0,0,1,6.02
476.8,122.6001,0,0,1,6.04
508.8,122.6001,0,0,1,6.06
518.4,122.6001,0,0,1,6.08
521.6,122.6001,0,0,1,6.1
521.6,122.6001,0,0,1,6.12
521.6,122.6001,0,0,1,6.14
522.4,121.8001,0,0,1,6.16
522.4,121,0,0,1,6.18
522.4,121,0,0,1,6.2
522.4,120.2001,0,0,1,6.22
522.4,120.2001,0,0,1,6.24
522.4,119.4,0,0,1,6.26
521.6,118.6001,0,0,1,6.28
516.8,118.6001,0,0,1,6.3
502.4,118.6001,0,0,1,6.32
491.2,119.4,0,0,1,6.34
474.4,124.2001,0,0,1,6.36
470.4,125.8001,0,0,1,6.38
468,127.4,0,0,1,6.4
468,127.4,0,0,1,6.42
468,127.4,0,0,1,6.44
468,127.4,0,0,1,6.46
468,127.4,0,0,1,6.48
468,129,0,0,1,6.5
468.8,129.8001,0,0,1,6.52
472,132.2001,0,0,1,6.54
473.6,134.6001,0,0,1,6.56
476,135.4,0,0,1,6.58
476.8,137,0,0,1,6.6
476.8,137,0,0,1,6.62
476.8,137,0,0,1,6.64
476.8,137,0,0,1,6.66
476.8,137,0,0,1,6.68
476.8,137,0,0,1,6.7
476.8,137,0,0,1,6.72
476.8,137,0,0,1,6.74
476.8,137,0,0,1,6.76
476.8,137,0,0,1,6.78
476.8,137,0,0,1,6.8
476.8,137,0,0,1,6.82
476.8,137,0,0,1,6.84
476.8,137,0,0,1,6.86
476.8,137,0,0,1,6.88
476.8,137,0,0,1,6.9
476.8,137,0,0,1,6.92
476.8,137,0,0,1,6.94
476.8,137,0,0,1,6.96
476.8,137,0,0,1,6.98
476.8,137,0,0,1,7
476.8,137,0,0,1,7.02
476.8,137,0,0,1,7.04
476.8,137,0,0,1,7.06
476.8,137,0,0,1,7.08
476.8,137,0,0,1,7.1
476.8,137,0,0,1,7.12
476.8,137,0,0,1,7.14
476.8,137,0,0,1,7.16
476.8,137,0,0,1,7.18
476.8,137,0,0,1,7.2
476.8,137,0,0,1,7.22
476.8,137,0,0,1,7.24
