position_x, position_y, left_button, right_button, trial, time
591.2,259.2,0,0,0,0
578.4,229.8,0,0,0,0.02
568.8,220.2001,0,0,0,0.04
560,210.6001,0,0,0,0.06
546.4,197.8001,0,0,0,0.08
536.8,186.6001,0,0,0,0.09999999
700,266.6,0,0,0,0.12
700,266.6,0,0,0,0.14
700,266.6,0,0,0,0.16
700,266.6,0,0,0,0.18
700,266.6,0,0,0,0.2
700,266.6,0,0,0,0.22
700,266.6,0,0,0,0.24
700,266.6,0,0,0,0.26
700,266.6,0,0,0,0.28
700,266.6,0,0,0,0.3
700,266.6,0,0,0,0.32
700,266.6,0,0,0,0.34
700,266.6,0,0,0,0.36
700,266.6,0,0,0,0.38
700,266.6,0,0,0,0.4
700,266.6,0,0,0,0.42
700,266.6,0,0,0,0.44
700,266.6,0,0,0,0.46
700,266.6,0,0,0,0.48
700,266.6,0,0,0,0.5
700,266.6,0,0,0,0.52
700,266.6,0,0,0,0.54
700,266.6,0,0,0,0.56
700,266.6,0,0,0,0.58
700,266.6,0,0,0,0.6
700,266.6,0,0,0,0.62
700,266.6,0,0,0,0.64
700,266.6,0,0,0,0.66
700,266.6,0,0,0,0.68
700,266.6,0,0,0,0.7
700,265.0001,0,0,0,0.72
698.4,262.6,0,0,0,0.74
697.6,261.0001,0,0,0,0.76
697.6,261.0001,0,0,0,0.78
697.6,261.0001,0,0,0,0.8
697.6,261.0001,0,0,0,0.82
697.6,261.0001,0,0,0,0.84
697.6,261.0001,0,0,0,0.86
697.6,261.0001,1,0,0,0.88
697.6,261.0001,1,0,0,0.9
697.6,261.0001,1,0,0,0.92
697.6,261.0001,1,0,0,0.94
697.6,261.0001,1,0,0,0.96
697.6,261.0001,1,0,0,0.98
697.6,261.0001,0,0,0,1
697.6,261.0001,0,0,0,1.02
697.6,261.0001,0,0,0,1.04
697.6,261.0001,0,0,0,1.06
697.6,261.0001,0,0,0,1.08
696.8,261.0001,0,0,0,1.1
694.4,257.8,0,0,0,1.12
690.4,253.8,0,0,0,1.14
678.4,241.8,0,0,0,1.16
668.8,233.0001,0,0,0,1.18
648.8,215.4,0,0,0,1.2
635.2,202.6001,0,0,0,1.22
617.6,186.6001,0,0,0,1.24
612,181,0,0,0,1.26
603.2,173.8001,0,0,0,1.28
600,171.4,0,0,0,1.3
595.2,169.8001,0,0,0,1.32
590.4,169,0,0,0,1.34
580,169,0,0,0,1.36
567.2,167.4,0,0,0,1.38
545.6,167.4,0,0,0,1.4
532,167.4,0,0,0,1.42
522.4,166.6001,0,0,0,1.44
511.2,166.6001,0,0,0,1.46
508,166.6001,0,0,0,1.48
503.2,165.8001,0,0,0,1.5
502.4,165.8001,0,0,0,1.52
501.6,165,0,0,0,1.54
501.6,165,0,0,0,1.56
501.6,164.2001,0,0,0,1.58
503.2,162.6001,0,0,0,1.6
508.8,162.6001,0,0,0,1.62
524.8,162.6001,0,0,0,1.64
541.6,165.8001,0,0,0,1.66
557.6,169,0,0,0,1.68
575.2,173.8001,0,0,0,1.7
578.4,174.6001,0,0,0,1.72
578.4,174.6001,0,0,0,1.74
578.4,174.6001,0,0,0,1.76
578.4,174.6001,0,0,0,1.78
578.4,174.6001,0,0,0,1.8
578.4,174.6001,0,0,0,1.82
578.4,175.4,0,0,0,1.84
577.6,175.4,0,0,0,1.86
576.8,175.4,0,0,0,1.88
576,175.4,0,0,0,1.9
572,173.8001,0,0,0,1.92
566.4,169.8001,0,0,0,1.94
550.4,160.2001,0,0,0,1.96
524.8,150.6001,0,0,0,1.98
505.6,146.6001,0,0,0,2
482.4,141.8001,0,0,0,2.02
470.4,140.2001,0,0,0,2.04
469.6,140.2001,0,0,0,2.06
469.6,140.2001,0,0,0,2.08
469.6,140.2001,0,0,0,2.1
469.6,140.2001,0,0,0,2.12
469.6,140.2001,0,0,0,2.14
469.6,140.2001,0,0,0,2.16
469.6,140.2001,0,0,0,2.18
469.6,140.2001,0,0,0,2.2
469.6,140.2001,0,0,0,2.22
469.6,140.2001,0,0,0,2.24
469.6,140.2001,0,0,0,2.26
469.6,140.2001,0,0,0,2.28
469.6,140.2001,0,0,0,2.3
469.6,140.2001,0,0,0,2.32
469.6,140.2001,1,0,0,2.34
469.6,140.2001,1,0,0,2.36
469.6,140.2001,1,0,0,2.38
469.6,140.2001,1,0,0,2.4
469.6,140.2001,0,0,0,2.42
469.6,140.2001,0,0,0,2.44
469.6,140.2001,0,0,0,2.46
470.4,140.2001,0,0,0,2.48
471.2,140.2001,0,0,0,2.5
471.2,140.2001,0,0,0,2.52
471.2,140.2001,0,0,0,2.54
471.2,140.2001,0,0,0,2.56
471.2,140.2001,0,0,0,2.58
471.2,140.2001,0,0,0,2.6
471.2,140.2001,0,0,0,2.62
471.2,140.2001,0,0,0,2.64
471.2,140.2001,0,0,0,2.66
471.2,140.2001,0,0,0,2.68
471.2,140.2001,0,0,0,2.7
472,141,0,0,0,2.72
474.4,142.6001,0,0,0,2.74
484.8,149,0,0,0,2.76
498.4,156.2001,0,0,0,2.78
521.6,166.6001,0,0,0,2.8
554.4,178.6001,0,0,0,2.82
572.8,185,0,0,0,2.84
598.4,193.8001,0,0,0,2.86
601.6,194.6001,0,0,0,2.88
604,195.4,0,0,0,2.9
604,195.4,0,0,0,2.92
604,195.4,0,0,0,2.94
603.2,195.4,0,0,0,2.96
575.2,182.6001,0,0,0,2.98
548.8,174.6001,0,0,0,3
466.4,157,0,0,0,3.02
437.6,152.2001,0,0,0,3.04
417.6,149,0,0,0,3.06
411.2,148.2001,0,0,0,3.08
411.2,148.2001,0,0,0,3.1
411.2,148.2001,0,0,0,3.12
411.2,148.2001,0,0,0,3.14
411.2,148.2001,0,0,0,3.16
411.2,148.2001,0,0,0,3.18
411.2,148.2001,0,0,0,3.2
412.8,148.2001,0,0,0,3.22
420,148.2001,0,0,0,3.24
432.8,148.2001,0,0,0,3.26
444,149,0,0,0,3.28
456.8,149.8001,0,0,0,3.3
460.8,149.8001,0,0,0,3.32
464,150.6001,0,0,0,3.34
464.8,150.6001,0,0,0,3.36
464.8,150.6001,0,0,0,3.38
464.8,150.6001,1,0,0,3.4
464.8,150.6001,1,0,0,3.42
464.8,150.6001,1,0,0,3.44
464.8,150.6001,1,0,0,3.46
464.8,150.6001,1,0,0,3.48
464.8,150.6001,0,0,0,3.5
464.8,150.6001,0,0,0,3.52
464.8,150.6001,0,0,0,3.54
464.8,150.6001,0,0,0,3.56
464.8,150.6001,0,0,0,3.58
464.8,150.6001,1,0,0,3.6
464.8,150.6001,1,0,0,3.62
464.8,150.6001,1,0,0,3.64
464.8,150.6001,1,0,0,3.66
464.8,150.6001,1,0,0,3.68
464.8,150.6001,1,0,0,3.7
464.8,150.6001,0,0,0,3.72
464.8,150.6001,0,0,0,3.74
464.8,150.6001,0,0,0,3.76
464.8,150.6001,0,0,0,3.78
460,150.6001,0,0,0,3.8
-100,-100,-100,-100,-100,3.803212
452.8,149.8001,0,0,1,3.82
427.2,149,0,0,1,3.84
400.8,148.2001,0,0,1,3.86
346.4,146.6001,0,0,1,3.88
308.8,145,0,0,1,3.9
284.8,144.2001,0,0,1,3.92
257.6,141.8001,0,0,1,3.94
248,140.2001,0,0,1,3.96
244,137.8001,0,0,1,3.98
237.6,136.2001,0,0,1,4
232.8,133.8001,0,0,1,4.02
229.6,132.2001,0,0,1,4.04
228,131.4,0,0,1,4.06
228,131.4,0,0,1,4.08
228.8,131.4,0,0,1,4.1
233.6,131.4,0,0,1,4.12
240.8,131.4,0,0,1,4.14
257.6,131.4,0,0,1,4.16
281.6,133,0,0,1,4.18
304,136.2001,0,0,1,4.2
375.2,149.8001,0,0,1,4.22
414.4,157.8001,0,0,1,4.24
443.2,163.4,0,0,1,4.26
455.2,165.8001,0,0,1,4.28
464,165.8001,0,0,1,4.3
466.4,165.8001,0,0,1,4.32
470.4,165.8001,0,0,1,4.34
472.8,165,0,0,1,4.36
474.4,163.4,0,0,1,4.38
478.4,161,0,0,1,4.4
489.6,152.2001,0,0,1,4.42
495.2,149,0,0,1,4.44
503.2,145,0,0,1,4.46
504,144.2001,0,0,1,4.48
504,144.2001,0,0,1,4.5
504,144.2001,0,0,1,4.52
504,144.2001,0,0,1,4.54
502.4,144.2001,0,0,1,4.56
500.8,144.2001,0,0,1,4.58
496.8,144.2001,0,0,1,4.6
489.6,144.2001,0,0,1,4.62
482.4,144.2001,0,0,1,4.64
480,144.2001,0,0,1,4.66
479.2,144.2001,0,0,1,4.68
479.2,144.2001,0,0,1,4.7
479.2,144.2001,0,0,1,4.72
479.2,144.2001,0,0,1,4.74
479.2,144.2001,0,0,1,4.76
479.2,144.2001,0,0,1,4.78
479.2,144.2001,0,0,1,4.8
479.2,144.2001,0,0,1,4.82
479.2,144.2001,1,0,1,4.84
-200,-200,-200,-200,-200,4.840139
479.2,144.2001,1,0,1,4.86
479.2,144.2001,1,0,1,4.88
479.2,144.2001,1,0,1,4.9
479.2,144.2001,1,0,1,4.92
479.2,144.2001,0,0,1,4.94
479.2,144.2001,0,0,1,4.96
479.2,144.2001,0,0,1,4.98
479.2,144.2001,0,0,1,5
479.2,144.2001,0,0,1,5.02
479.2,144.2001,0,0,1,5.04
481.6,144.2001,0,0,1,5.06
486.4,144.2001,0,0,1,5.08
496.8,145,0,0,1,5.1
504.8,145,0,0,1,5.12
-300,-300,-300,-300,-300,5.12884
520.8,145,0,0,1,5.14
545.6,145,0,0,1,5.16
568.8,145,0,0,1,5.18
598.4,142.6001,0,0,1,5.2
621.6,142.6001,0,0,1,5.22
645.6,141.8001,0,0,1,5.24
656.8,141,0,0,1,5.26
668.8,140.2001,0,0,1,5.28
675.2,139.4,0,0,1,5.3
686.4,138.6001,0,0,1,5.32
696.8,138.6001,0,0,1,5.34
702.4,137.8001,0,0,1,5.36
712.8,137,0,0,1,5.38
721.6,136.2001,0,0,1,5.4
728.8,135.4,0,0,1,5.42
737.6,135.4,0,0,1,5.44
740,135.4,0,0,1,5.46
743.2,135.4,0,0,1,5.48
743.2,135.4,0,0,1,5.5
743.2,135.4,0,0,1,5.52
743.2,135.4,0,0,1,5.54
743.2,135.4,0,0,1,5.56
743.2,135.4,0,0,1,5.58
743.2,135.4,0,0,1,5.6
743.2,135.4,0,0,1,5.62
743.2,135.4,0,0,1,5.64
-400,-400,-400,-400,-400,5.653154
743.2,135.4,1,0,1,5.66
743.2,135.4,1,0,1,5.68
743.2,135.4,1,0,1,5.7
743.2,135.4,1,0,1,5.72
743.2,135.4,1,0,1,5.74
743.2,135.4,1,0,1,5.76
743.2,135.4,0,0,1,5.78
743.2,135.4,0,0,1,5.8
743.2,135.4,0,0,1,5.82
743.2,135.4,0,0,1,5.84
743.2,135.4,0,0,1,5.86
743.2,135.4,0,0,1,5.88
743.2,135.4,0,0,1,5.9
743.2,135.4,0,0,1,5.92
743.2,135.4,0,0,1,5.94
743.2,135.4,0,0,1,5.96
743.2,135.4,0,0,1,5.98
743.2,135.4,0,0,1,6
743.2,135.4,0,0,1,6.02
743.2,135.4,0,0,1,6.04
734.4,135.4,0,0,1,6.06
720.8,136.2001,0,0,1,6.08
691.2,137,0,0,1,6.1
660.8,138.6001,0,0,1,6.12
