position_x, position_y, left_button, right_button, trial, time
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,201.8001,0,0,0
614.4,202.6001,0,0,0
614.4,208.2001,0,0,0
614.4,213.8001,0,0,0
614.4,219.4001,0,0,0
614.4,219.4001,0,0,0
614.4,219.4001,0,0,0
614.4,219.4001,0,0,0
614.4,219.4001,0,0,0
614.4,219.4001,0,0,0
614.4,219.4001,0,0,0
614.4,219.4001,0,0,0
614.4,219.4001,0,0,0
614.4,219.4001,0,0,0
614.4,219.4001,0,0,0
614.4,219.4001,0,0,0
614.4,220.2001,0,0,0
615.2,221.0001,0,0,0
615.2,222.6001,0,0,0
611.2,224.2001,0,0,0
606.4,226.6001,0,0,0
599.2,231.4001,0,0,0
596.8,233.8001,0,0,0
596,237.8001,0,0,0
594.4,241.8001,0,0,0
593.6,245.8001,0,0,0
592.8,247.4001,0,0,0
592.8,249.0001,0,0,0
592.8,249.8001,0,0,0
592,249.8001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
592,250.6001,0,0,0
