position_x, position_y, left_button, right_button, trial, time
989.6,1034.4,0,0,0,0
560,301.8,0,0,0,0.02
560,301.8,0,0,0,0.04
560,301.8,0,0,0,0.06
560,301.8,0,0,0,0.08
560,301.8,0,0,0,0.09999999
560,301.8,0,0,0,0.12
560,301.8,0,0,0,0.14
560,301.8,0,0,0,0.16
560,293.0001,0,0,0,0.18
560,293.0001,0,0,0,0.2
560,293.0001,0,0,0,0.22
560,293.0001,0,0,0,0.24
560,293.0001,0,0,0,0.26
560,293.0001,0,0,0,0.28
560,293.0001,0,0,0,0.3
560,293.0001,0,0,0,0.32
560,293.0001,0,0,0,0.34
560,293.0001,0,0,0,0.36
560,293.0001,0,0,0,0.38
560,293.0001,0,0,0,0.4
560,293.0001,0,0,0,0.42
560,293.0001,0,0,0,0.44
560,293.0001,0,0,0,0.46
560,293.0001,0,0,0,0.48
560,293.0001,0,0,0,0.5
560,293.0001,1,0,0,0.52
560,293.0001,1,0,0,0.54
560,293.0001,1,0,0,0.56
560,293.0001,0,0,0,0.58
560,293.0001,0,0,0,0.6
560,293.0001,0,0,0,0.62
560,293.0001,0,0,0,0.64
560,293.0001,0,0,0,0.66
560,293.0001,0,0,0,0.68
560,293.0001,0,0,0,0.7
560,293.0001,0,0,0,0.72
560,293.0001,0,0,0,0.74
560,293.0001,0,0,0,0.76
560,293.0001,0,0,0,0.78
560,293.0001,0,0,0,0.8
560,293.0001,0,0,0,0.82
560,293.0001,0,0,0,0.84
560,293.0001,0,0,0,0.86
560,293.0001,0,0,0,0.88
560,293.0001,0,0,0,0.9
560,293.0001,0,0,0,0.92
560,293.0001,0,0,0,0.94
560,293.0001,0,0,0,0.96
560,293.0001,0,0,0,0.98
560,293.0001,0,0,0,1
560,293.0001,0,0,0,1.02
560,293.0001,0,0,0,1.04
560,293.0001,0,0,0,1.06
560,293.0001,0,0,0,1.08
560,293.0001,0,0,0,1.1
560,293.0001,0,0,0,1.12
560,293.0001,0,0,0,1.14
560,293.0001,0,0,0,1.16
560,293.0001,0,0,0,1.18
560,293.0001,0,0,0,1.2
560,293.0001,0,0,0,1.22
560,293.0001,0,0,0,1.24
560,293.0001,0,0,0,1.26
560,293.0001,0,0,0,1.28
560,293.0001,0,0,0,1.3
560,293.0001,0,0,0,1.32
560,293.0001,0,0,0,1.34
560,293.0001,0,0,0,1.36
560,293.0001,0,0,0,1.38
560,293.0001,0,0,0,1.4
560,293.0001,0,0,0,1.42
560,293.0001,0,0,0,1.44
560,293.0001,0,0,0,1.46
560,293.0001,0,0,0,1.48
560,293.0001,0,0,0,1.5
560,293.0001,0,0,0,1.52
560,293.0001,0,0,0,1.54
560,293.0001,0,0,0,1.56
